Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,qv_Ex_increment,qv_Ex_start,qv_Ex_bin_index,Ex_qvcenter,qv_W2_increment,qv_W2_start,qv_W2_bin_index,W2_qvcenter,Q2_Ex_increment,Q2_Ex_start,Q2_Ex_bin_index,Ex_q2center,Q2_W2_increment,Q2_W2_start,Q2_W2_bin_index,W2_q2center,nu_Ex_qvcenter,nu_Ex_q2center,epsilon_Ex_qvcenter,epsilon_Ex_q2center,nu_W2_qvcenter,nu_W2_q2center,epsilon_W2_qvcenter,epsilon_W2_q2center,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_qv_ex,bc_qv_w2,bc_q2_ex,bc_q2_w2
26,56,0.100727628,60,0.00145,0.0,0.0,FakeQ2001,0.0089,0.109627628,0.099277628,0.10817762800000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,9.715832571516314e-05,0.0013528416742848368,4.433234524286382,1.1845211533504079,0.009999999981906383,0.011859256760306382,0.011861359260306382,0.10890986759842462,0.8712179574686936,0.5999574539763333,-0.00040764246657154735,-0.0,-0.0,0.01575371216949123,0.014474764144560216,45.12677985724992,38.09706540875966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,1,0.0018,0.01,0.9666835225290001,-10,0.8716835225290002,0.006,0.0,0,0.003,0.01,0.9641835225290001,-10,0.8691835225290001,0.0018958177120680375,0.003095852162532141,0.5999137223993148,0.5997700649359768,0.0007070437330923829,-0.0006249247287302971,0.5999880017799455,0.5999906274044137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.101182494,60,0.00245,0.0,0.0,FakeQ2001,0.0089,0.110082494,0.098732494,0.10763249400000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,9.803737546031088e-05,0.002351962624539689,4.433234524286382,1.18365669983714,0.009989999981760034,0.011848453374960034,0.011854455874960033,0.10887816987330395,0.8731053068540401,0.5998784391441815,-0.00032060311450951166,-0.0,-0.0,0.015612388887892075,0.014350151305391088,45.5260083851407,38.462172681829664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,1,0.0018,0.01,0.9666835225290001,-10,0.8716835225290002,0.006,0.0,0,0.003,0.01,0.9641835225290001,-10,0.8691835225290001,0.0018958177120680375,0.003095852162532141,0.5999137223993148,0.5997700649359768,0.0007070437330923829,-0.0006249247287302971,0.5999880017799455,0.5999906274044137,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.101689872,60,0.00345,0.0,0.0,FakeQ2001,0.0089,0.110589872,0.098239872,0.10713987200000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,9.90225732090122e-05,0.0033509774267909877,4.433234524286382,1.182701940684665,0.009990000008976383,0.011848584730576383,0.011860487230576382,0.10890586407800262,0.8749817214984237,0.5997590047514914,-0.00023529570598790293,-0.0,-0.0,0.015456982636212478,0.014213042816277692,45.98322965986579,38.879812468428135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,2,0.0029999999999999996,0.01,0.9666835225290001,-10,0.8716835225290002,0.006,0.0,0,0.003,0.01,0.9641835225290001,-9,0.8791835225290001,0.003095760300389827,0.003095852162532141,0.5997698580988048,0.5997700649359768,0.0007070437330923829,0.004704014716399216,0.5999880017799455,0.5994694035294861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.102149725,60,0.00445,0.0,0.0,FakeQ2001,0.0089,0.111049725,0.097699725,0.106599725,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,9.991974052626917e-05,0.004350080259473731,4.433234524286382,1.1818451334967282,0.009980000041325623,0.011837870146325622,0.011857672646325623,0.10889294121441308,0.8768689820826744,0.5995987942095811,-0.0001512942087100657,-0.0,-0.0,0.0153181287971916,0.014090468428874566,46.41596404603727,39.27415084301802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,3,0.0042,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,0,0.003,0.01,0.9641835225290001,-9,0.8791835225290001,0.004295675288204848,0.003095852162532141,0.5995566412983759,0.5997700649359768,0.0060169568082889535,0.004704014716399216,0.5991292180029841,0.5994694035294861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.102612064,60,0.00545,0.0,0.0,FakeQ2001,0.0089,0.11151206400000001,0.097162064,0.10606206400000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010082583282042257,0.005349174167179577,4.433234524286382,1.180991745024785,0.009969999929540094,0.011827199668740095,0.011856902168740094,0.10888940338132125,0.8787561985602599,0.5993978755446087,-6.878336837598042e-05,-0.0,-0.0,0.015180402042312222,0.013968823910491625,46.86594766687293,39.68355228925785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,4,0.005399999999999999,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,0,0.003,0.01,0.9641835225290001,-9,0.8791835225290001,0.005495562677417354,0.003095852162532141,0.5992738551534633,0.5997700649359768,0.0060169568082889535,0.004704014716399216,0.5991292180029841,0.5994694035294861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.103076893,60,0.00645,0.0,0.0,FakeQ2001,0.0089,0.11197689300000001,0.096626893,0.10552689300000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010174092383745392,0.006348259076162546,4.433234524286382,1.1801417845230262,0.009959999910683448,0.011816573606083448,0.011858176106083447,0.1088952529088548,0.8806433706229165,0.5991562225200525,1.223014303361943e-05,0.0,0.0,0.015043797598866775,0.013848106282177764,47.33358972927045,40.10839235592451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,5,0.006599999999999999,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-9,0.8791835225290001,0.006695422469924495,0.009095852162532142,0.5989212099867112,0.5980209208894264,0.0060169568082889535,0.004704014716399216,0.5991292180029841,0.5994694035294861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.103494112,60,0.00745,0.0,0.0,FakeQ2001,0.0089,0.112394112,0.096044112,0.104944112,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010256580386948377,0.007347434196130516,4.433234524286382,1.1793856403154843,0.009940000084268543,0.011795100277868542,0.011850602777868542,0.10886047390062448,0.8825413899511315,0.5988727883222419,9.228558435367565e-05,0.0,0.0,0.014922749036234223,0.013741081562207784,47.77703428775838,40.510103442482205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,6,0.0078,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-9,0.8791835225290001,0.007895254667630525,0.009095852162532142,0.5984983425363498,0.5980209208894264,0.0060169568082889535,0.004704014716399216,0.5991292180029841,0.5994694035294861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.103963912,60,0.00845,0.0,0.0,FakeQ2001,0.0089,0.11286391200000001,0.095513912,0.10441391200000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010349862383635111,0.008346501376163648,4.433234524286382,1.178541752010406,0.009929999941943744,0.011784562575543743,0.011855965075543743,0.10888510033766668,0.8844284736534563,0.5985493591182371,0.0001703551083242765,0.0,0.0,0.014788185665067495,0.013622048056625384,48.281075683486335,40.96679273443342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,6,0.0078,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-8,0.8891835225290001,0.007895254667630525,0.009095852162532142,0.5984983425363498,0.5980209208894264,0.0060169568082889535,0.010032954161528732,0.5991292180029841,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.104386054,60,0.00945,0.0,0.0,FakeQ2001,0.0089,0.11328605400000001,0.094936054,0.10383605400000001,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010434041390966486,0.009345659586090335,4.433234524286382,1.1777902040418673,0.009910000059390916,0.011763176820590915,0.011852479320590914,0.10886909258642195,0.8863264054084091,0.5981835082966311,0.0002475890445509765,0.0,0.0,0.014668819310605924,0.013516404805424265,48.761423594774065,41.400771909494274,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,7,0.009,0.01,0.9666835225290001,-9,0.8816835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-8,0.8891835225290001,0.00909505927245391,0.009095852162532142,0.5980048150094376,0.5980209208894264,0.0060169568082889535,0.010032954161528732,0.5991292180029841,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.104810645,60,0.01045,0.0,0.0,FakeQ2001,0.0089,0.113710645,0.09436064499999999,0.103260645,1.0,0.0,0.0,0.0,0.0,1.0471975511965976,0.24999999999999994,0.7500000000000001,0.3333333333333333,0.00010519052322252587,0.010344809476777473,4.433234524286382,1.1770406416870969,0.009890000065066022,0.011741834546066022,0.011851037046066023,0.10886246849151467,0.888224293682934,0.5977762025006409,0.000323433110292705,0.0,0.0,0.014550212402866318,0.0134113841921433,49.26080967765171,41.85140931671172,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[0.063,0.124]",0.1,"[0.004,0.015]",0.01,0.0012,0.0,8,0.010199999999999999,0.01,0.9666835225290001,-8,0.8916835225290002,0.006,0.0,1,0.009000000000000001,0.01,0.9641835225290001,-8,0.8891835225290001,0.010294836286284692,0.009095852162532142,0.5974401139353642,0.5980209208894264,0.011297177779925893,0.010032954161528732,0.596913334210712,0.5975938441014196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
