qvcenter,Q2center,bin,nu,Ex,W2,RL,RLerr,RT,RTerr,Chi2,num_points
0.167,,W2bin,0.049712676783322585,0.04937158964579088,0.948226697529,0.10888282101170794,0.013124582561650593,0.02056378523340262,0.004034494383935131,0.020006041824630748,4
0.205,,W2bin,0.04333369187256453,0.04279494455979743,0.921526697529,0.1115344642821615,0.008278017126328663,0.03646858118958916,0.0031103411502910404,1.636585720679368,7
0.205,,W2bin,0.053468749413122074,0.052943167755642305,0.941526697529,0.09891926531911277,0.009154929181465836,0.04140185378876999,0.004225348338183697,0.3074656764397191,4
0.24,,W2bin,0.03594348279976056,0.03518786781399276,0.8914977553587362,0.0923473668835963,0.007588234118101949,0.03230952539909362,0.002056459715117572,6.939616041357189,6
0.24,,W2bin,0.04615462829917372,0.0454102629263618,0.9114977553587362,0.09519099555540894,0.008164077611438956,0.04293137787200672,0.003399467202332708,0.8507588751574412,5
0.3,,W2bin,0.03885048284471826,0.037663000155850536,0.8647703007265926,0.06758589972648142,0.004571744125320214,0.03592550989727338,0.002150615999763912,2.6904911677045336,7
0.3,,W2bin,0.053200878815541586,0.05203112266985983,0.8930204523735352,0.06542500059514823,0.007327972011177443,0.05500973314370938,0.004087554697120656,0.3798088338560147,6
0.3,,W2bin,0.06423715997398205,0.0630847963076772,0.9150266208510592,0.06812767292527162,0.007370758989873509,0.055437230684949185,0.003824964414225281,2.9254810736343706,6
0.3,,W2bin,0.07358623838241451,0.07245116577968269,0.93385911829984,0.06115691459200095,0.009221125811372848,0.060707357379923076,0.0030718079133098637,3.579279012201815,6
0.3,,W2bin,0.08278644217842623,0.08167067539689787,0.952562384461719,0.054521846739326835,0.007753645643089305,0.06549221208277797,0.004251540661980683,1.8978112706959855,6
0.3,,W2bin,0.09252423169302093,0.09143137351908723,0.9725429328659956,0.05306715760404036,0.007168848849121744,0.057624217424457426,0.0033223588338021433,3.7470426663584373,6
0.3,,W2bin,0.10151136730282351,0.1004419100343345,0.9911515304873332,0.04654740809012588,0.007919366380608415,0.054783980071322874,0.0029874670761223226,1.820641309369685,6
0.3,,W2bin,0.11158257712509523,0.11054191920778549,1.0121967328206667,0.033489505415937815,0.006556972754864195,0.050675965267759034,0.0036586504722085356,2.2399183698567073,6
0.38,,W2bin,0.04380411690888075,0.04189211855808846,0.8200754635560594,0.036841081858791494,0.0032950964055865166,0.02779813788760618,0.0019353237539397102,7.002226950993417,7
0.38,,W2bin,0.055691501086817086,0.05379537431752634,0.8435654294207652,0.03470758972230567,0.004695142585388526,0.04173863156312936,0.0027607028542454663,2.8297408359701226,6
0.38,,W2bin,0.06564239156233398,0.06376246699451635,0.8634461134157543,0.04241693159325159,0.005435657004839406,0.04715890274671868,0.0031035725615698845,2.3136978688572962,6
