Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Veff,Eeff,Ep,Ep_eff,normalization,normError,system_err,normCross,normCrossError,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),nuel,Ex,R,F2foc,Q2,Q2eff,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Sig_mott_eff,H,Hcc,Hstar_Sig(nb),Hstar_error(nb),Hstar_Sig(GeV),Hstar_error(GeV),Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),qvbin,qvcenter,Q2bin,Q2center,qv_Ex_increment,qv_Ex_start,qv_Ex_bin_index,Ex_qvcenter,qv_W2_increment,qv_W2_start,qv_W2_bin_index,W2_qvcenter,Q2_Ex_increment,Q2_Ex_start,Q2_Ex_bin_index,Ex_q2center,Q2_W2_increment,Q2_W2_start,Q2_W2_bin_index,W2_q2center,nu_Ex_qvcenter,nu_Ex_q2center,epsilon_Ex_qvcenter,epsilon_Ex_q2center,nu_W2_qvcenter,nu_W2_q2center,epsilon_W2_qvcenter,epsilon_W2_q2center,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_qv_ex,bc_qv_w2,bc_q2_ex,bc_q2_w2
26,56,0.1503,90.0,0.00623,0.0,0.0001,Altemus:1973,0.0089,0.15919999999999998,0.14406999999999998,0.15296999999999997,1.0,0.0,0.0,0.0,0.0001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.005798182407282319,4.433234524286382,1.1219362118521883,0.043307441999999995,0.048705648,0.048744460899999995,0.2207814777104275,0.843341456109,0.3331563413513325,-0.00022856484050049955,-0.0,-0.4375126103429781,0.0011792636416784277,0.0011133374707554503,317.46600916151215,282.9626192717428,0.0,0.03174660091615122,0.0,8.153135238828005e-08,0.0,0.028296261927174285,0.0,7.267022093322143e-08,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,0.0006,0.0,9,0.005699999999999999,0.014,0.9346585225290001,-7,0.8436585225290001,0.003,0.0,1,0.0045000000000000005,0.01,0.918183522529,-8,0.8431835225290001,0.006102461759212474,0.005036772110179991,0.33313635511805184,0.3332326928023061,0.002834604118147621,0.010032954161528709,0.33329084279134047,0.3329343663137134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.1503,90.0,0.01123,0.0,0.0001,Altemus:1973,0.0089,0.15919999999999998,0.13907,0.14797,1.0,0.0,0.0,0.0,0.0001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.010798182407282319,4.433234524286382,1.1219362118521883,0.041804442000000004,0.04711364800000001,0.04723976090000001,0.21734709774919933,0.8543161861090001,0.3327395528085706,-0.00016069584307610692,-0.0,-0.6222936330259592,0.0011792636416784275,0.00111333747075545,318.2611305960844,283.67132394333873,0.0,0.03182611305960844,0.0,8.173555480366556e-08,0.0,0.028367132394333874,0.0,7.285222986851412e-08,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,0.0006,0.0,17,0.010499999999999999,0.014,0.9346585225290001,-6,0.8576585225290001,0.003,0.0,3,0.0105,0.01,0.918183522529,-7,0.8531835225290001,0.010901679542520526,0.01103677211017999,0.33270429635681087,0.332850658911081,0.010243485111882555,0.015361893606658223,0.33277802160257197,0.33239949740637337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.1503,90.0,0.01623,0.0,0.0001,Altemus:1973,0.0089,0.15919999999999998,0.13407,0.14296999999999999,1.0,0.0,0.0,0.0,0.0001,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.01579818240728232,4.433234524286382,1.1219362118521883,0.040301442,0.045521648,0.0457850609,0.21397443982868608,0.865290916109,0.3320523767868085,-9.287396734688587e-05,-0.0,-1.0767279880108738,0.001179263641678428,0.0011133374707554505,319.57698112666094,284.8441629306856,0.0,0.0319576981126661,0.0,8.207349042575657e-08,0.0,0.028484416293068564,0.0,7.315343738683916e-08,"[0.186,0.223]",0.205,"[0.045,0.070]",0.056,0.0006,0.0,26,0.015899999999999997,0.014,0.9346585225290001,-5,0.8716585225290001,0.003,0.0,5,0.0165,0.01,0.918183522529,-6,0.863183522529,0.016300271931960708,0.017036772110179992,0.3319253883316048,0.33218550742459896,0.01759494199251188,0.020690833051787677,0.33169227816568897,0.331643096240993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1819999999998785e-05,2.3406999999999595e-05,0.0,0.0,0.0015009700000000008,0.0014795499999999996,0.0,0.0,1.0,1.0,1.0,1.0
26,56,0.1503,90.0,0.02123,10801.648,216.03306,Altemus:1973,0.0089,0.15919999999999998,0.12907,0.13796999999999998,1.0,0.0,0.0,10801.648,216.03306,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.020798182407282317,4.433234524286382,1.1219362118521883,0.038798442,0.043929647999999995,0.04438036089999999,0.21066646838070835,0.876265646109,0.3310688489768608,-2.5180336357386916e-05,-428971553.3061663,-8579435.037476156,0.0011792636416784275,0.00111333747075545,321.4709903451778,286.53232416347987,3472416.479920009,69448.36174549922,8.917830680864967,0.17835669617720762,3095021.3062358038,61900.4547779485,7.948607582727586,0.15897222524154128,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,34,0.0207,0.014,0.9346585225290001,-5,0.8716585225290001,0.005,0.0,4,0.0225,0.008,0.934183522529,-8,0.874183522529,0.02109855186466092,0.022883408650128563,0.3309711087141819,0.33044933460962805,0.01759494199251188,0.018026363329222927,0.33169227816568897,0.33153778121053945,0.003842970000000001,0.003180579999999999,0.00396175,0.0033439479999999994,0.0,0.0,0.0023930900000000005,0.00206309,0.005948420000000003,0.004788370000000002,0.003961329999999999,0.0033456349999999996,0.0,0.0,0.0023930900000000005,0.00206309,0.9595057358049516,0.0,1.4630176744177437,0.0
26,56,0.1503,90.0,0.02623,36212.072,724.24154,Altemus:1973,0.0089,0.15919999999999998,0.12406999999999999,0.13296999999999998,1.0,0.0,0.0,36212.072,724.24154,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.02579818240728232,4.433234524286382,1.1219362118521883,0.037295442,0.04233764799999999,0.04302566089999999,0.20742627822915782,0.8872403761090001,0.3297607891546459,4.2294038491996454e-05,856198019.6535883,17123962.757471185,0.001179263641678428,0.0011133374707554505,324.0096276328608,288.79505288269286,11733059.964534346,234661.23169164968,30.132745520941416,0.6026549936307073,10457867.248231882,209157.37384414292,26.857806355314715,0.5371562012743959,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,42,0.0255,0.014,0.9346585225290001,-4,0.885658522529,0.005,0.0,5,0.0275,0.008,0.934183522529,-6,0.890183522529,0.02589639064609628,0.027883408650128564,0.329768210303353,0.3290692296956772,0.024890289649787234,0.026552666441430152,0.3300411877794322,0.3294619137192578,0.009701989999999997,0.007766169000000001,0.009938950000000002,0.008014322,0.006632409999999998,0.005384545,0.008345499999999999,0.006781601999999999,0.011383420000000002,0.008929232,0.009937089999999999,0.008018484999999999,0.008953080000000002,0.007113737,0.008345499999999999,0.006781601999999999,0.9722040515030288,0.7940602829054925,1.1286950767428476,1.059913436844092
26,56,0.1503,90.0,0.03123,54275.572,1085.51154,Altemus:1973,0.0089,0.15919999999999998,0.11906999999999998,0.12796999999999997,1.0,0.0,0.0,54275.572,1085.51154,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.03079818240728232,4.433234524286382,1.1219362118521883,0.035792442,0.040745647999999995,0.04172096089999999,0.20425709510320564,0.898215106109,0.32809763542051373,0.00010944768350889474,495904255.43898386,9918086.02245822,0.0011792636416784277,0.0011133374707554503,327.27023169557157,291.70128233519256,17762779.023849677,355255.6132040167,45.618219091034945,0.9123644658699634,15832253.951876072,316645.10820764967,40.66026090353612,0.8132052929851994,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,51,0.030899999999999997,0.014,0.9346585225290001,-3,0.899658522529,0.005,0.0,6,0.0325,0.008,0.934183522529,-5,0.898183522529,0.031293432113074005,0.032883408650128565,0.32811450898158645,0.3274323552609059,0.03213079354627424,0.030815817997533763,0.3278291409276415,0.328139892573651,0.013964320000000002,0.0108879263,0.013899229999999999,0.0108120517,0.013527629999999999,0.0105780138,0.012870209999999997,0.010078968,0.01508171,0.0115756329,0.01389666,0.010818936,0.01259366,0.009812485999999999,0.012870199999999998,0.010078968,1.0059441207263096,1.0505353301916667,1.0776463015267637,0.97574356593312
26,56,0.1503,90.0,0.03623,66734.408,1334.68826,Altemus:1973,0.0089,0.15919999999999998,0.11406999999999999,0.12297,1.0,0.0,0.0,66734.408,1334.68826,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.03579818240728232,4.433234524286382,1.1219362118521883,0.034289442,0.039153648,0.0404662609,0.2011622750418179,0.9091898361090001,0.3260462721494845,0.00017616816527015844,378810824.85965073,7576217.064832462,0.0011792636416784272,0.0011133374707554499,331.3432945586652,295.3316695355214,22111998.607142143,442240.0052771723,56.78784809780598,1.1357570470514247,19708784.130104657,394175.71213526005,50.61593297185385,1.012318735283907,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,59,0.035699999999999996,0.014,0.9346585225290001,-2,0.913658522529,0.005,0.0,7,0.0375,0.008,0.934183522529,-4,0.906183522529,0.036090333851959144,0.03788340865012856,0.3263739348287097,0.32554651753908964,0.03931767228007044,0.035078969553637374,0.3250574679748385,0.32663442010356053,0.01696189,0.01291619964,0.01703,0.01276438568,0.017840769,0.01345962663,0.01631123,0.01231103331,0.017841008999999998,0.01339459336,0.017029459999999996,0.012776120229999998,0.015586979999999999,0.0119224211,0.01631123,0.012311033280000001,1.0042687405505504,1.0946912778093023,1.0486281739582266,0.9619649929219439
26,56,0.1503,90.0,0.04123,73518.172,1470.36354,Altemus:1973,0.0089,0.15919999999999998,0.10906999999999999,0.11796999999999999,1.0,0.0,0.0,73518.172,1470.36354,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.04079818240728232,4.433234524286382,1.1219362118521883,0.032786442,0.037561648,0.039261560900000006,0.19814530249289283,0.9201645661090001,0.3235708531335693,0.00024233170146024528,303378268.5343821,6067565.783345166,0.0011792636416784277,0.0011133374707554503,336.33533564903905,299.7811569819891,24726759.055923786,494535.21475200925,63.50305380198878,1.2700611624171323,22039362.66136088,440787.2832053332,56.60130507522572,1.1320261784940577,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,67,0.040499999999999994,0.014,0.9346585225290001,-2,0.913658522529,0.005,0.0,8,0.0425,0.008,0.934183522529,-2,0.922183522529,0.04088679481956348,0.04288340865012857,0.32437467283890004,0.3234205645204506,0.03931767228007044,0.043605272665844595,0.3250574679748385,0.32309436622361226,0.018969673,0.014083404351,0.018960615,0.013646567635,0.017840769,0.01345962663,0.018591099,0.013481224177,0.019493419999999997,0.01430066514,0.018966287,0.013665702923000001,0.019332505,0.014228658995,0.018591099,0.013481224174,1.0165459353337354,0.9789368575243547,1.038001206378494,1.0488108798738391
26,56,0.1503,90.0,0.04623,74190.792,1483.81594,Altemus:1973,0.0089,0.15919999999999998,0.10407,0.11297,1.0,0.0,0.0,74190.792,1483.81594,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.04579818240728232,4.433234524286382,1.1219362118521883,0.031283442,0.035969648,0.0381068609,0.1952097868960468,0.931139296109,0.3206326219663978,0.0003078029166601172,241033427.50947067,4820668.875072625,0.0011792636416784277,0.0011133374707554503,342.37254962520404,305.1622240269669,25400890.615753192,508017.8465523188,65.23435278123003,1.3046871435524297,22640227.089042105,452804.5722970645,58.144440024389255,1.1628888788592897,"[0.186,0.223]",0.205,"[0.035,0.045]",0.04,0.0006,0.0,76,0.045899999999999996,0.014,0.9346585225290001,-1,0.927658522529,0.005,0.0,9,0.0475,0.008,0.934183522529,-1,0.930183522529,0.04628228669997014,0.047883408650128564,0.3218107045610662,0.3210642853455248,0.046452099979176875,0.04786842422194821,0.3217245195417979,0.32107168056851804,0.019992493,0.01438383482,0.019565699000000002,0.013454428085000001,0.019867772000000002,0.014401436423,0.019504465000000002,0.0135234133,0.020104604,0.0143901342335,0.019581346,0.013482603604,0.020025532999999998,0.014436851831800001,0.019504465000000002,0.013523413299,1.045644785829624,1.0421225581195566,1.0478450603962157,1.0480223305329472
26,56,0.1503,90.0,0.05123,69708.34,1394.1669,Altemus:1973,0.0089,0.15919999999999998,0.09906999999999999,0.10797,1.0,0.0,0.0,69708.34,1394.1669,1.5707963267948966,0.5000000000000001,0.5000000000000001,0.9999999999999998,0.0004318175927176815,0.050798182407282316,4.433234524286382,1.1219362118521883,0.029780442,0.034377648000000004,0.037002160900000004,0.1923594575267876,0.9421140261090001,0.3171897324198661,0.0003724347844222625,187169251.94872627,3743385.307477909,0.0011792636416784275,0.00111333747075545,349.60547964336394,311.60905223497986,24370417.64084269,487408.3877774018,62.58790078890717,1.2517581055635274,21721749.760273736,434435.0263663799,55.785614304739944,1.1157123661219723,"[0.186,0.223]",0.205,"[0.025,0.035]",0.026,0.0006,0.0,84,0.050699999999999995,0.014,0.9346585225290001,0,0.9416585225290001,0.005,0.0,10,0.0525,0.01,0.9481835225290001,-1,0.9431835225290001,0.05107781143191659,0.05274921562258356,0.319246099533871,0.3111351953775325,0.053535208540844814,0.047335530277435256,0.3178257054539134,0.31522294714233406,0.019954383,0.013914401099099999,0.019017638000000003,0.0124066888641,0.019846596,0.013734790583,0.019169040000000002,0.0126217305365,0.015846486,0.0089849195021,0.01904457,0.012443448326600002,0.016920710999999998,0.01032267577,0.019169040000000002,0.0126217305361,1.0848937797898885,1.0625261322142223,0.7775207364190414,0.849843328409951
