Data:Z,A,E0,ThetaDeg,nu,cross,error,dataSet,Fit:ep,theta,nu_fit,Ex,W2,q2,sigtot,sigqe,sigie,sigmec,nuccstot,signonuc,ratio
6.0,12.0,0.1196,90.0,0.0071,1.0,0.0,-1.0,0.1125,90.0000,0.0071,0.0062,0.8668,0.0269,149.12400000000002,0.0,0.0,0.0,149.12400000000002,0.0,0.0067058287063115245
6.0,12.0,0.1196,90.0,0.0073,1.0,0.0,-1.0,0.1123,90.0000,0.0073,0.0064,0.8672,0.0269,14.915999999999999,0.0,0.0,0.0,14.915999999999999,0.0,0.06704210244033254
6.0,12.0,0.1196,90.0,0.0075,1.0,0.0,-1.0,0.1121,90.0000,0.0075,0.0066,0.8676,0.0268,9.239999999999998,0.0,0.0,0.0,9.239999999999998,0.0,0.10822510822510824
6.0,12.0,0.1196,90.0,0.0077,1.0,0.0,-1.0,0.1119,90.0000,0.0077,0.0068,0.8680,0.0268,69.42,0.0,0.0,0.0,69.42,0.0,0.014405070584845865
6.0,12.0,0.1196,90.0,0.0079,1.0,0.0,-1.0,0.1117,90.0000,0.0079,0.007,0.8685,0.0267,520.284,0.0,0.0,0.0,520.284,0.0,0.001922027200528942
6.0,12.0,0.1196,90.0,0.0081,1.0,0.0,-1.0,0.1115,90.0000,0.0081,0.0072,0.8689,0.0267,2840.388,0.0,0.0,0.0,2840.388,0.0,0.0003520645770929887
6.0,12.0,0.1196,90.0,0.0083,1.0,0.0,-1.0,0.1113,90.0000,0.0083,0.0074,0.8693,0.0266,11007.048,0.0,0.0,0.0,11007.048,0.0,9.085088027234913e-05
6.0,12.0,0.1196,90.0,0.0085,1.0,0.0,-1.0,0.1111,90.0000,0.0085,0.0076,0.8697,0.0266,30179.928,0.0,0.0,0.0,30179.928,0.0,3.313460522503566e-05
6.0,12.0,0.1196,90.0,0.0087,1.0,0.0,-1.0,0.1109,90.0000,0.0087,0.0078,0.8702,0.0265,58518.54,0.0,0.0,0.0,58518.54,0.0,1.7088601321905843e-05
6.0,12.0,0.1196,90.0,0.0089,1.0,0.0,-1.0,0.1107,90.0000,0.0089,0.008,0.8706,0.0265,80232.73199999999,0.0,0.0,0.0,80232.73199999999,0.0,1.2463741107556953e-05
6.0,12.0,0.1196,90.0,0.0091,1.0,0.0,-1.0,0.1105,90.0000,0.0091,0.0082,0.8710,0.0264,77782.848,0.0,0.0,0.0,77782.848,0.0,1.2856304773000855e-05
6.0,12.0,0.1196,90.0,0.0093,1.0,0.0,-1.0,0.1103,90.0000,0.0093,0.0084,0.8714,0.0264,53321.316000000006,0.0,0.0,0.0,53321.316000000006,0.0,1.8754225795927464e-05
6.0,12.0,0.1196,90.0,0.0095,1.0,0.0,-1.0,0.1101,90.0000,0.0095,0.0086,0.8718,0.0263,25854.660000000003,0.0,0.0,0.0,25854.660000000003,0.0,3.86777470676466e-05
6.0,12.0,0.1196,90.0,0.0097,1.0,0.0,-1.0,0.1099,90.0000,0.0097,0.0088,0.8723,0.0263,8932.32,0.0,0.0,0.0,8932.32,0.0,0.00011195299765346517
6.0,12.0,0.1196,90.0,0.0099,1.0,0.0,-1.0,0.1097,90.0000,0.0099,0.009,0.8727,0.0262,2667.42,0.0,0.0,0.0,2667.42,0.0,0.0003748940924188917
6.0,12.0,0.1196,90.0,0.0101,1.0,0.0,-1.0,0.1095,90.0000,0.0101,0.0092,0.8731,0.0262,3129.924,0.0,0.0,0.0,3129.924,0.0,0.00031949657563570236
6.0,12.0,0.1196,90.0,0.0103,1.0,0.0,-1.0,0.1093,90.0000,0.0103,0.0094,0.8735,0.0261,10537.464,0.0,0.0,0.0,10537.464,0.0,9.489949384405964e-05
6.0,12.0,0.1196,90.0,0.0105,1.0,0.0,-1.0,0.1091,90.0000,0.0105,0.0096,0.8740,0.0261,28259.856000000003,0.0,0.0,0.0,28259.856000000003,0.0,3.53858844857525e-05
6.0,12.0,0.1196,90.0,0.0107,1.0,0.0,-1.0,0.1089,90.0000,0.0107,0.0098,0.8744,0.0260,53834.28,0.0,0.0,0.0,53834.28,0.0,1.8575524739998382e-05
6.0,12.0,0.1196,90.0,0.0109,1.0,0.0,-1.0,0.1087,90.0000,0.0109,0.01,0.8748,0.0260,72545.016,0.0,0.0,0.0,72545.016,0.0,1.3784544482008246e-05
6.0,12.0,0.1196,90.0,0.0111,1.0,0.0,-1.0,0.1085,90.0000,0.0111,0.0102,0.8752,0.0260,69203.508,0.0,0.0,0.0,69203.508,0.0,1.445013452208232e-05
6.0,12.0,0.1196,90.0,0.0113,1.0,0.0,-1.0,0.1083,90.0000,0.0113,0.0104,0.8757,0.0259,47075.724,0.0,0.0,0.0,47075.724,0.0,2.124237112104744e-05
6.0,12.0,0.1196,90.0,0.0115,1.0,0.0,-1.0,0.1081,90.0000,0.0115,0.0106,0.8761,0.0259,24132.059999999998,0.0,0.0,0.0,24132.059999999998,0.0,4.143865049233261e-05
6.0,12.0,0.1196,90.0,0.0117,1.0,0.0,-1.0,0.1079,90.0000,0.0117,0.0108,0.8765,0.0258,12702.563999999998,0.0,0.0,0.0,12702.563999999998,0.0,7.87242638572811e-05
6.0,12.0,0.1196,90.0,0.0119,1.0,0.0,-1.0,0.1077,90.0000,0.0119,0.011,0.8769,0.0258,11727.564,0.0,0.0,0.0,11727.564,0.0,8.52691999804904e-05
6.0,12.0,0.1196,90.0,0.0121,1.0,0.0,-1.0,0.1075,90.0000,0.0121,0.0112,0.8773,0.0257,13715.484,0.0,0.0,0.0,13715.484,0.0,7.291029612954235e-05
6.0,12.0,0.1196,90.0,0.0123,1.0,0.0,-1.0,0.1073,90.0000,0.0123,0.0114,0.8778,0.0257,12886.752,0.0,0.0,0.0,12886.752,0.0,7.759907228757099e-05
6.0,12.0,0.1196,90.0,0.0125,1.0,0.0,-1.0,0.1071,90.0000,0.0125,0.0116,0.8782,0.0256,8823.768,0.0,0.0,0.0,8823.768,0.0,0.00011333026888286274
6.0,12.0,0.1196,90.0,0.0127,1.0,0.0,-1.0,0.1069,90.0000,0.0127,0.0118,0.8786,0.0256,4515.18,0.0,0.0,0.0,4515.18,0.0,0.00022147511284156997
6.0,12.0,0.1196,90.0,0.0129,1.0,0.0,-1.0,0.1067,90.0000,0.0129,0.012,0.8790,0.0255,2064.768,0.0,0.0,0.0,2064.768,0.0,0.00048431591345855806
6.0,12.0,0.1196,90.0,0.0131,1.0,0.0,-1.0,0.1065,90.0000,0.0131,0.0122,0.8795,0.0255,1375.176,0.0,0.0,0.0,1375.176,0.0,0.0007271796482777478
6.0,12.0,0.1196,90.0,0.0133,1.0,0.0,-1.0,0.1063,90.0000,0.0133,0.0124,0.8799,0.0254,1588.764,0.0,0.0,0.0,1588.764,0.0,0.0006294201026710072
6.0,12.0,0.1196,90.0,0.0135,1.0,0.0,-1.0,0.1061,90.0000,0.0135,0.0126,0.8803,0.0254,2171.316,0.0,0.0,0.0,2171.316,0.0,0.0004605501916809898
6.0,12.0,0.1196,90.0,0.0137,1.0,0.0,-1.0,0.1059,90.0000,0.0137,0.0128,0.8807,0.0253,2941.344,0.0,0.0,0.0,2941.344,0.0,0.0003399806347030473
6.0,12.0,0.1196,90.0,0.0139,1.0,0.0,-1.0,0.1057,90.0000,0.0139,0.013,0.8812,0.0253,3838.3559999999998,0.0,0.0,0.0,3838.3559999999998,0.0,0.0002605282053045627
6.0,12.0,0.1196,90.0,0.0141,1.0,0.0,-1.0,0.1055,90.0000,0.0141,0.0132,0.8816,0.0252,4807.92,0.0,0.0,0.0,4807.92,0.0,0.00020799014958651558
6.0,12.0,0.1196,90.0,0.0143,1.0,0.0,-1.0,0.1053,90.0000,0.0143,0.0134,0.8820,0.0252,5776.259999999999,0.0,0.0,0.0,5776.259999999999,0.0,0.000173122400999955
6.0,12.0,0.1196,90.0,0.0145,1.0,0.0,-1.0,0.1051,90.0000,0.0145,0.0136,0.8824,0.0251,6654.456,0.0,0.0,0.0,6654.456,0.0,0.0001502752441371616
6.0,12.0,0.1196,90.0,0.0147,1.0,0.0,-1.0,0.1049,90.0000,0.0147,0.0138,0.8828,0.0251,7351.956,0.0,0.0,0.0,7351.956,0.0,0.00013601822426576003
6.0,12.0,0.1196,90.0,0.0149,1.0,0.0,-1.0,0.1047,90.0000,0.0149,0.014,0.8833,0.0250,7794.371999999999,0.0,0.0,0.0,7794.371999999999,0.0,0.00012829769993015475
6.0,12.0,0.1196,90.0,0.0151,1.0,0.0,-1.0,0.1045,90.0000,0.0151,0.0142,0.8837,0.0250,7949.412,0.0,0.0,0.0,7949.412,0.0,0.00012579546763961914
6.0,12.0,0.1196,90.0,0.0153,1.0,0.0,-1.0,0.1043,90.0000,0.0153,0.0144,0.8841,0.0249,7908.048000000001,0.0,0.0,0.0,7908.048000000001,0.0,0.0001264534560235345
6.0,12.0,0.1196,90.0,0.0155,1.0,0.0,-1.0,0.1041,90.0000,0.0155,0.0146,0.8845,0.0249,8179.812,0.0,0.0,0.0,8179.812,0.0,0.00012225219846128494
6.0,12.0,0.1196,90.0,0.0157,1.0,0.0,-1.0,0.1039,90.0000,0.0157,0.0148,0.8850,0.0249,10290.6,0.0,0.0,0.0,10290.6,0.0,9.717606359201602e-05
6.0,12.0,0.1196,90.0,0.0159,1.0,0.0,-1.0,0.1037,90.0000,0.0159,0.015,0.8854,0.0248,16707.347999999998,0.0,0.0,0.0,16707.347999999998,0.0,5.9853903803284645e-05
6.0,12.0,0.1196,90.0,0.0161,1.0,0.0,-1.0,0.1035,90.0000,0.0161,0.0152,0.8858,0.0248,27955.512000000002,0.0,0.0,0.0,27955.512000000002,0.0,3.577112091525993e-05
6.0,12.0,0.1196,90.0,0.0163,1.0,0.0,-1.0,0.1033,90.0000,0.0163,0.0154,0.8862,0.0247,38679.659999999996,0.0,0.0,0.0,38679.659999999996,0.0,2.5853381337891804e-05
6.0,12.0,0.1196,90.0,0.0165,1.0,0.0,-1.0,0.1031,90.0000,0.0165,0.0156,0.8867,0.0247,40925.184,0.0,0.0,0.0,40925.184,0.0,2.4434832107291196e-05
6.0,12.0,0.1196,90.0,0.0167,1.0,0.0,-1.0,0.1029,90.0000,0.0167,0.0158,0.8871,0.0246,34791.108,0.0,0.0,0.0,34791.108,0.0,2.8742976509974905e-05
6.0,12.0,0.1196,90.0,0.0169,1.0,0.0,-1.0,0.1027,90.0000,0.0169,0.016,0.8875,0.0246,30611.399999999998,0.0,0.0,0.0,30611.399999999998,0.0,3.2667568291551517e-05
6.0,12.0,0.1196,90.0,0.0171,1.0,0.0,-1.0,0.1025,90.0000,0.0171,0.0162,0.8879,0.0245,36295.092,0.0,0.0,0.0,36295.092,0.0,2.7551934570106617e-05
6.0,12.0,0.1196,90.0,0.0173,1.0,0.0,-1.0,0.1023,90.0000,0.0173,0.0164,0.8883,0.0245,46406.615999999995,0.0,0.0,0.0,46406.615999999995,0.0,2.1548651597436023e-05
6.0,12.0,0.1196,90.0,0.0175,1.0,0.0,-1.0,0.1021,90.0000,0.0175,0.0166,0.8888,0.0244,48379.5,0.0,0.0,0.0,48379.5,0.0,2.066991184282599e-05
6.0,12.0,0.1196,90.0,0.0177,1.0,0.0,-1.0,0.1019,90.0000,0.0177,0.0168,0.8892,0.0244,38344.212,186.744,0.0,8.219999999999999,38149.24800000001,194.964,2.6079555370703668e-05
6.0,12.0,0.1196,90.0,0.0179,1.0,0.0,-1.0,0.1017,90.0000,0.0179,0.017,0.8896,0.0243,24077.567999999996,501.91200000000003,0.0,19.644,23556.0,521.556,4.15324338404942e-05
6.0,12.0,0.1196,90.0,0.0181,1.0,0.0,-1.0,0.1015,90.0000,0.0181,0.0172,0.8900,0.0243,13826.807999999999,776.928,0.0,27.683999999999997,13022.196,804.6120000000001,7.232327229827738e-05
6.0,12.0,0.1196,90.0,0.0183,1.0,0.0,-1.0,0.1013,90.0000,0.0183,0.0174,0.8905,0.0242,9328.764000000001,1057.056,0.0,34.896,8236.812000000002,1091.952,0.00010719533691708782
6.0,12.0,0.1196,90.0,0.0185,1.0,0.0,-1.0,0.1011,90.0000,0.0185,0.0176,0.8909,0.0242,8570.268,1349.172,0.0,41.82,7179.276,1390.9920000000002,0.00011668246547249164
6.0,12.0,0.1196,90.0,0.0187,1.0,0.0,-1.0,0.1009,90.0000,0.0187,0.0178,0.8913,0.0241,10050.624,1654.992,0.0,48.684,8346.936,1703.6879999999999,9.949630988085914e-05
6.0,12.0,0.1196,90.0,0.0189,1.0,0.0,-1.0,0.1007,90.0000,0.0189,0.018,0.8917,0.0241,13520.016,1974.84,0.0,55.596000000000004,11489.568,2030.4360000000001,7.396440950957455e-05
6.0,12.0,0.1196,90.0,0.0191,1.0,0.0,-1.0,0.1005,90.0000,0.0191,0.0182,0.8922,0.0240,18710.664000000004,2308.4759999999997,0.0,62.616,16339.572,2371.0919999999996,5.344545762779983e-05
6.0,12.0,0.1196,90.0,0.0193,1.0,0.0,-1.0,0.1003,90.0000,0.0193,0.0184,0.8926,0.0240,24017.016000000003,2655.504,0.0,69.78,21291.732,2725.284,4.163714593020215e-05
6.0,12.0,0.1196,90.0,0.0195,1.0,0.0,-1.0,0.1001,90.0000,0.0195,0.0186,0.8930,0.0239,26956.523999999998,3015.4439999999995,0.0,77.1,23863.98,3092.544,3.70967710822063e-05
6.0,12.0,0.1196,90.0,0.0197,1.0,0.0,-1.0,0.0999,90.0000,0.0197,0.0188,0.8934,0.0239,26622.239999999998,3387.768,0.0,84.6,23149.884,3472.3680000000004,3.756257925704223e-05
6.0,12.0,0.1196,90.0,0.0199,1.0,0.0,-1.0,0.0997,90.0000,0.0199,0.019,0.8939,0.0238,25136.712,3771.96,0.0,92.292,21272.46,3864.2520000000004,3.978245046527963e-05
6.0,12.0,0.1196,90.0,0.0201,1.0,0.0,-1.0,0.0995,90.0000,0.0201,0.0192,0.8943,0.0238,25768.152000000002,4167.528,0.0,100.16399999999999,21500.448,4267.704,3.880759473942873e-05
6.0,12.0,0.1196,90.0,0.0203,1.0,0.0,-1.0,0.0993,90.0000,0.0203,0.0194,0.8947,0.0238,29830.415999999997,4573.992,0.0,108.24,25148.184,4682.22,3.3522831193503974e-05
6.0,12.0,0.1196,90.0,0.0205,1.0,0.0,-1.0,0.0991,90.0000,0.0205,0.0196,0.8951,0.0237,35663.868,4990.860000000001,0.0,116.49600000000001,30556.523999999998,5107.343999999999,2.8039583367681822e-05
6.0,12.0,0.1196,90.0,0.0207,1.0,0.0,-1.0,0.0989,90.0000,0.0207,0.0198,0.8955,0.0237,40148.148,5417.676,0.0,124.94399999999999,34605.528,5542.608,2.4907749169401286e-05
6.0,12.0,0.1196,90.0,0.0209,1.0,0.0,-1.0,0.0987,90.0000,0.0209,0.02,0.8960,0.0236,41174.028000000006,5853.996,0.0,133.572,35186.46000000001,5987.568,2.428715499974887e-05
6.0,12.0,0.1196,90.0,0.0211,1.0,0.0,-1.0,0.0985,90.0000,0.0211,0.0202,0.8964,0.0236,39085.392,6299.400000000001,0.0,142.38,32643.612,6441.768,2.5585006285724345e-05
6.0,12.0,0.1196,90.0,0.0213,1.0,0.0,-1.0,0.0983,90.0000,0.0213,0.0204,0.8968,0.0235,35955.10799999999,6753.456,0.0,151.356,29050.307999999997,6904.812000000001,2.7812459915292154e-05
6.0,12.0,0.1196,90.0,0.0215,1.0,0.0,-1.0,0.0981,90.0000,0.0215,0.0206,0.8972,0.0235,33713.916,7215.744000000001,0.0,160.5,26337.660000000003,7376.255999999999,2.966134221844772e-05
6.0,12.0,0.1196,90.0,0.0217,1.0,0.0,-1.0,0.0979,90.0000,0.0217,0.0208,0.8977,0.0234,33016.727999999996,7685.892,0.0,169.812,25161.023999999998,7855.704,3.028767720411302e-05
6.0,12.0,0.1196,90.0,0.0219,1.0,0.0,-1.0,0.0977,90.0000,0.0219,0.021,0.8981,0.0234,33414.012,8163.48,0.0,179.28,25071.264,8342.748,2.992756451993852e-05
6.0,12.0,0.1196,90.0,0.0221,1.0,0.0,-1.0,0.0975,90.0000,0.0221,0.0212,0.8985,0.0233,34196.94,8648.124,0.0,188.88,25359.936,8837.016,2.924238250556921e-05
6.0,12.0,0.1196,145.0,0.0021,1.0,0.0,-1.0,0.1175,145.0000,0.0021,0.0004,0.8332,0.0511,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0023,1.0,0.0,-1.0,0.1173,145.0000,0.0023,0.0006,0.8336,0.0510,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0025,1.0,0.0,-1.0,0.1171,145.0000,0.0025,0.0008,0.8341,0.0510,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0027,1.0,0.0,-1.0,0.1169,145.0000,0.0027,0.001,0.8346,0.0509,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0029,1.0,0.0,-1.0,0.1167,145.0000,0.0029,0.0012,0.8350,0.0508,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0031,1.0,0.0,-1.0,0.1165,145.0000,0.0031,0.0014,0.8355,0.0507,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0033,1.0,0.0,-1.0,0.1163,145.0000,0.0033,0.0016,0.8359,0.0506,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0035,1.0,0.0,-1.0,0.1161,145.0000,0.0035,0.0018,0.8364,0.0505,0.0,0.0,0.0,0.0,0.0,0.0,0
6.0,12.0,0.1196,145.0,0.0037,1.0,0.0,-1.0,0.1159,145.0000,0.0037,0.002,0.8369,0.0504,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0039,1.0,0.0,-1.0,0.1157,145.0000,0.0039,0.0022,0.8373,0.0503,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0041,1.0,0.0,-1.0,0.1155,145.0000,0.0041,0.0024,0.8378,0.0503,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0043,1.0,0.0,-1.0,0.1153,145.0000,0.0043,0.0026,0.8383,0.0502,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0045,1.0,0.0,-1.0,0.1151,145.0000,0.0045,0.0028,0.8387,0.0501,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0047,1.0,0.0,-1.0,0.1149,145.0000,0.0047,0.003,0.8392,0.0500,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0049,1.0,0.0,-1.0,0.1147,145.0000,0.0049,0.0032,0.8396,0.0499,0.012,0.0,0.0,0.0,0.012,0.0,83.33333333333333
6.0,12.0,0.1196,145.0,0.0051,1.0,0.0,-1.0,0.1145,145.0000,0.0051,0.0034,0.8401,0.0498,0.06,0.0,0.0,0.0,0.06,0.0,16.666666666666668
6.0,12.0,0.1196,145.0,0.0053,1.0,0.0,-1.0,0.1143,145.0000,0.0053,0.0036,0.8406,0.0497,0.708,0.0,0.0,0.0,0.708,0.0,1.4124293785310735
6.0,12.0,0.1196,145.0,0.0055,1.0,0.0,-1.0,0.1141,145.0000,0.0055,0.0038,0.8410,0.0496,8.472000000000001,0.0,0.0,0.0,8.472000000000001,0.0,0.11803588290840414
6.0,12.0,0.1196,145.0,0.0057,1.0,0.0,-1.0,0.1139,145.0000,0.0057,0.004,0.8415,0.0496,72.804,0.0,0.0,0.0,72.804,0.0,0.013735509037964947
6.0,12.0,0.1196,145.0,0.0059,1.0,0.0,-1.0,0.1137,145.0000,0.0059,0.0042,0.8420,0.0495,443.02799999999996,0.0,0.0,0.0,443.02799999999996,0.0,0.002257193676246197
6.0,12.0,0.1196,145.0,0.0061,1.0,0.0,-1.0,0.1135,145.0000,0.0061,0.0044,0.8424,0.0494,1906.656,0.0,0.0,0.0,1906.656,0.0,0.0005244784586207476
6.0,12.0,0.1196,145.0,0.0063,1.0,0.0,-1.0,0.1133,145.0000,0.0063,0.0046,0.8429,0.0493,5802.276,0.0,0.0,0.0,5802.276,0.0,0.00017234616209225483
6.0,12.0,0.1196,145.0,0.0065,1.0,0.0,-1.0,0.1131,145.0000,0.0065,0.0048,0.8433,0.0492,12485.064,0.0,0.0,0.0,12485.064,0.0,8.009570475569849e-05
6.0,12.0,0.1196,145.0,0.0067,1.0,0.0,-1.0,0.1129,145.0000,0.0067,0.005,0.8438,0.0491,18995.34,0.0,0.0,0.0,18995.34,0.0,5.264449070140361e-05
6.0,12.0,0.1196,145.0,0.0069,1.0,0.0,-1.0,0.1127,145.0000,0.0069,0.0052,0.8443,0.0490,20434.62,0.0,0.0,0.0,20434.62,0.0,4.893655962283615e-05
6.0,12.0,0.1196,145.0,0.0071,1.0,0.0,-1.0,0.1125,145.0000,0.0071,0.0054,0.8447,0.0490,15543.54,0.0,0.0,0.0,15543.54,0.0,6.433540879362101e-05
6.0,12.0,0.1196,145.0,0.0073,1.0,0.0,-1.0,0.1123,145.0000,0.0073,0.0056,0.8452,0.0489,8359.836,0.0,0.0,0.0,8359.836,0.0,0.0001196195714844167
6.0,12.0,0.1196,145.0,0.0075,1.0,0.0,-1.0,0.1121,145.0000,0.0075,0.0058,0.8457,0.0488,3179.1720000000005,0.0,0.0,0.0,3179.1720000000005,0.0,0.0003145473098026781
6.0,12.0,0.1196,145.0,0.0077,1.0,0.0,-1.0,0.1119,145.0000,0.0077,0.006,0.8461,0.0487,854.9159999999999,0.0,0.0,0.0,854.9159999999999,0.0,0.001169705561716005
6.0,12.0,0.1196,145.0,0.0079,1.0,0.0,-1.0,0.1117,145.0000,0.0079,0.0062,0.8466,0.0486,162.624,0.0,0.0,0.0,162.624,0.0,0.006149153876426604
6.0,12.0,0.1196,145.0,0.0081,1.0,0.0,-1.0,0.1115,145.0000,0.0081,0.0064,0.8470,0.0485,21.972,0.0,0.0,0.0,21.972,0.0,0.04551247041689423
6.0,12.0,0.1196,145.0,0.0083,1.0,0.0,-1.0,0.1113,145.0000,0.0083,0.0066,0.8475,0.0484,2.2199999999999998,0.0,0.0,0.0,2.2199999999999998,0.0,0.4504504504504505
6.0,12.0,0.1196,145.0,0.0085,1.0,0.0,-1.0,0.1111,145.0000,0.0085,0.0068,0.8480,0.0483,0.41999999999999993,0.0,0.0,0.0,0.41999999999999993,0.0,2.3809523809523814
6.0,12.0,0.1196,145.0,0.0087,1.0,0.0,-1.0,0.1109,145.0000,0.0087,0.007,0.8484,0.0483,1.6799999999999997,0.0,0.0,0.0,1.6799999999999997,0.0,0.5952380952380953
6.0,12.0,0.1196,145.0,0.0089,1.0,0.0,-1.0,0.1107,145.0000,0.0089,0.0072,0.8489,0.0482,13.367999999999999,0.0,0.0,0.0,13.367999999999999,0.0,0.07480550568521845
6.0,12.0,0.1196,145.0,0.0091,1.0,0.0,-1.0,0.1105,145.0000,0.0091,0.0074,0.8493,0.0481,81.792,0.0,0.0,0.0,81.792,0.0,0.012226134585289514
6.0,12.0,0.1196,145.0,0.0093,1.0,0.0,-1.0,0.1103,145.0000,0.0093,0.0076,0.8498,0.0480,357.432,0.0,0.0,0.0,357.432,0.0,0.0027977349537814185
6.0,12.0,0.1196,145.0,0.0095,1.0,0.0,-1.0,0.1101,145.0000,0.0095,0.0078,0.8503,0.0479,1106.184,0.0,0.0,0.0,1106.184,0.0,0.0009040087363404281
6.0,12.0,0.1196,145.0,0.0097,1.0,0.0,-1.0,0.1099,145.0000,0.0097,0.008,0.8507,0.0478,2421.408,0.0,0.0,0.0,2421.408,0.0,0.00041298285955939686
6.0,12.0,0.1196,145.0,0.0099,1.0,0.0,-1.0,0.1097,145.0000,0.0099,0.0082,0.8512,0.0477,3748.092,0.0,0.0,0.0,3748.092,0.0,0.000266802415735793
6.0,12.0,0.1196,145.0,0.0101,1.0,0.0,-1.0,0.1095,145.0000,0.0101,0.0084,0.8517,0.0476,4102.356,0.0,0.0,0.0,4102.356,0.0,0.00024376236484595682
6.0,12.0,0.1196,145.0,0.0103,1.0,0.0,-1.0,0.1093,145.0000,0.0103,0.0086,0.8521,0.0476,3174.984,0.0,0.0,0.0,3174.984,0.0,0.0003149622171324328
6.0,12.0,0.1196,145.0,0.0105,1.0,0.0,-1.0,0.1091,145.0000,0.0105,0.0088,0.8526,0.0475,1737.8760000000002,0.0,0.0,0.0,1737.8760000000002,0.0,0.0005754150468733096
6.0,12.0,0.1196,145.0,0.0107,1.0,0.0,-1.0,0.1089,145.0000,0.0107,0.009,0.8530,0.0474,675.66,0.0,0.0,0.0,675.66,0.0,0.0014800343367966137
6.0,12.0,0.1196,145.0,0.0109,1.0,0.0,-1.0,0.1087,145.0000,0.0109,0.0092,0.8535,0.0473,209.844,0.0,0.0,0.0,209.844,0.0,0.00476544480661825
6.0,12.0,0.1196,145.0,0.0111,1.0,0.0,-1.0,0.1085,145.0000,0.0111,0.0094,0.8540,0.0472,190.2,0.0,0.0,0.0,190.2,0.0,0.005257623554153523
6.0,12.0,0.1196,145.0,0.0113,1.0,0.0,-1.0,0.1083,145.0000,0.0113,0.0096,0.8544,0.0471,667.752,0.0,0.0,0.0,667.752,0.0,0.001497561969114282
6.0,12.0,0.1196,145.0,0.0115,1.0,0.0,-1.0,0.1081,145.0000,0.0115,0.0098,0.8549,0.0470,2015.8319999999999,0.0,0.0,0.0,2015.8319999999999,0.0,0.000496073085455534
6.0,12.0,0.1196,145.0,0.0117,1.0,0.0,-1.0,0.1079,145.0000,0.0117,0.01,0.8554,0.0470,4335.18,0.0,0.0,0.0,4335.18,0.0,0.00023067092946544318
6.0,12.0,0.1196,145.0,0.0119,1.0,0.0,-1.0,0.1077,145.0000,0.0119,0.0102,0.8558,0.0469,6595.128000000001,0.0,0.0,0.0,6595.128000000001,0.0,0.00015162707986865454
6.0,12.0,0.1196,145.0,0.0121,1.0,0.0,-1.0,0.1075,145.0000,0.0121,0.0104,0.8563,0.0468,7098.624,0.0,0.0,0.0,7098.624,0.0,0.00014087237188503012
6.0,12.0,0.1196,145.0,0.0123,1.0,0.0,-1.0,0.1073,145.0000,0.0123,0.0106,0.8567,0.0467,5426.112000000001,0.0,0.0,0.0,5426.112000000001,0.0,0.00018429402120708158
6.0,12.0,0.1196,145.0,0.0125,1.0,0.0,-1.0,0.1071,145.0000,0.0125,0.0108,0.8572,0.0466,3032.94,0.0,0.0,0.0,3032.94,0.0,0.0003297130836745864
6.0,12.0,0.1196,145.0,0.0127,1.0,0.0,-1.0,0.1069,145.0000,0.0127,0.011,0.8577,0.0465,1500.888,0.0,0.0,0.0,1500.888,0.0,0.0006662722335044321
6.0,12.0,0.1196,145.0,0.0129,1.0,0.0,-1.0,0.1067,145.0000,0.0129,0.0112,0.8581,0.0464,1150.104,0.0,0.0,0.0,1150.104,0.0,0.000869486585560958
6.0,12.0,0.1196,145.0,0.0131,1.0,0.0,-1.0,0.1065,145.0000,0.0131,0.0114,0.8586,0.0463,1354.5240000000001,0.0,0.0,0.0,1354.5240000000001,0.0,0.0007382667269092315
6.0,12.0,0.1196,145.0,0.0133,1.0,0.0,-1.0,0.1063,145.0000,0.0133,0.0116,0.8591,0.0463,1406.6399999999999,0.0,0.0,0.0,1406.6399999999999,0.0,0.000710913950975374
6.0,12.0,0.1196,145.0,0.0135,1.0,0.0,-1.0,0.1061,145.0000,0.0135,0.0118,0.8595,0.0462,1072.284,0.0,0.0,0.0,1072.284,0.0,0.000932588754471763
6.0,12.0,0.1196,145.0,0.0137,1.0,0.0,-1.0,0.1059,145.0000,0.0137,0.012,0.8600,0.0461,591.444,0.0,0.0,0.0,591.444,0.0,0.0016907771488086786
