Z,A,E0,ThetaDeg,nu,cross,dataSet,ratio,ratio_error,normalization,normError,system_err,error,normCross,normCrossError,Veff,ThetaRad,sin2(T/2),cos2(T/2),tan2(T/2),Ex,W2original,Ffoc2,Ep,E0original,R,Q2,qv2,qv,W2,epsilon,gamma,Sig_R,D_sig_R,Sig_mott,Hcc,Hcc_Sig(nb),Hcc_error(nb),Hcc_Sig(GeV),Hcc_error(GeV),RT_QD_data,qvbin,qvcenter,Q2bin,Q2center,Exbin_qv,Excenter_qv,nucenter_ex_qv,epcenter_ex_qv,W2bin_qv,W2center_qv,nucenter_w2_qv,epcenter_w2_qv,Exbin_q2,Excenter_q2,nucenter_ex_q2,epcenter_ex_q2,W2bin_q2,W2center_q2,nucenter_w2_q2,epcenter_w2_q2,RL_qvc_ex,RT_qvc_ex,RL_qvd_ex,RT_qvd_ex,bc_qv_ex,RL_qvc_w2,RT_qvc_w2,RL_qvd_w2,RT_qvd_w2,bc_qv_w2,RL_q2c_ex,RT_q2c_ex,RL_q2d_ex,RT_q2d_ex,bc_q2_ex,RL_q2c_w2,RT_q2c_w2,RL_q2d_w2,RT_q2d_w2,bc_q2_w2
26,56,0.33880000000000005,140.0,0.03195,40.88554762,Altemus:1973,2.45343418,0.283278583,1.0,0.0,0.0,0.8177109523999999,40.88554762,0.8177109523999999,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.02830603323931504,0.5931297642113478,1.0546835497469953,0.30685000000000007,0.3299,4.433234524286382,0.36719871564262924,0.3682195181426292,0.6068109410208662,0.5731131515863708,0.06196080803532555,-0.00015915454915459937,-256892.1079364476,-5137.842158728952,1.8351270398421076e-05,3395.1756076227334,138813.6139837217,2776.272279674434,0.35649995121964645,0.007129999024392928,4.717536974796647e-06,"[0.550,0.650]",0.6,"[0.322,0.438]",0.38,0.0,0.02633721022416122,0.029779387791123213,0.061978811362656774,0.0,0.0,0.0,0.0,0.0,0.02633721022416122,0.029979592400382584,0.06198485783621362,0.0,0.0,0.0,0.0,0.0001547811,0.0006722717125759245,0.0001532768,0.0006852481369747967,0.9815488015783077,0.0,0.0,2.449568e-06,0.00019000493697479662,1.0,0.0001120089,0.0005298499298299222,0.000150991,0.0006778009369747967,0.780343306835351,0.0,0.0,2.449568e-06,0.00019000493697479662,1.0
26,56,0.33880000000000005,140.0,0.04208,136.033261,Altemus:1973,1.892184294,0.139568807,1.0,0.0,0.0,2.7206652200000003,136.033261,2.7206652200000003,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.03843603323931504,0.6239430171231108,1.0546835497469953,0.29672000000000004,0.3299,4.433234524286382,0.3550764311731495,0.3568471575731495,0.597366853426895,0.6042448470358506,0.061833157578038346,-0.00014300860264437686,-951224.3213667179,-19024.48642733436,1.8351270398421076e-05,3403.1107394439114,462936.2514306766,9258.725028613533,1.1889089716531378,0.023778179433062756,1.0251130853311828e-05,"[0.550,0.650]",0.6,"[0.322,0.438]",0.38,0.0,0.0,0.0,0.0,0.0,0.572533422908263,0.027404701362241712,0.0620007948120093,0.0,0.0,0.0,0.0,1.0,0.6230243059092161,0.06536907881832689,0.06147402264258669,3.564019e-06,1.352427e-13,0.0003087651,0.001282303130853312,1.0,2.868711e-05,3.7936031374527356e-05,0.0001609041,0.0006960246308533119,0.057788335883774224,3.257747e-06,8.728022e-14,0.0003028695,0.0012651681308533118,1.0,0.0002924792,0.0014331527781161662,0.0001609041,0.0006960246308533119,2.06455474533182
26,56,0.33880000000000005,140.0,0.05222,306.5185981,Altemus:1973,1.688380422,0.089909716,1.0,0.0,0.0,6.130371962000001,306.5185981,6.130371962000001,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.048576033239315045,0.6547866878561097,1.0546835497469953,0.28658000000000006,0.3299,4.433234524286382,0.3429421799865233,0.3456691083865233,0.5879363132062208,0.6354072746624767,0.06166250266505114,-0.0001268453204428541,-2416475.4129663906,-48329.50825932781,1.8351270398421076e-05,3413.770673878029,1046384.2011919857,20927.684023839716,2.6873150692964205,0.05374630138592841,1.775943064580613e-05,"[0.550,0.650]",0.6,"[0.322,0.438]",0.38,0.0,0.0,0.0,0.0,1.0,0.6243267032082631,0.05385940205542272,0.06165264437449297,0.0,0.0,0.0,0.0,1.0,0.6230243059092161,0.06536907881832689,0.06147402264258669,3.564019e-06,1.352427e-13,0.0005380782,0.0022281714306458065,1.0,0.0002862475,0.0012129077441360005,0.0003448482,0.001362580430645806,0.8884933877730536,3.257747e-06,8.728022e-14,0.0005265076,0.0021938414306458065,1.0,0.0002924792,0.0014331527781161662,0.0003448482,0.001362580430645806,1.0489319670140045
26,56,0.33880000000000005,140.0,0.06242,573.2344044,Altemus:1973,1.531258405,0.064134322,1.0,0.0,0.0,11.464688088,573.2344044,11.464688088,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.058776033239315045,0.6858128655165228,1.0546835497469953,0.27638000000000007,0.3299,4.433234524286382,0.33073612849701767,0.3346323848970177,0.5784741868891107,0.6667540953519824,0.06144348484374149,-0.00011058674820334786,-5183572.296980211,-103671.44593960421,1.8351270398421076e-05,3427.5386864189977,1964783.0974673526,39295.66194934705,5.045939359279533,0.10091878718559065,2.6987231895604418e-05,"[0.550,0.650]",0.6,"[0.322,0.438]",0.38,0.0,0.0,0.0,0.0,2.0,0.656122039109595,0.06975578882976097,0.06133419225947323,0.0,0.0,0.0,0.0,2.0,0.661382325662492,0.08580983526835578,0.06101353217097875,3.564019e-06,1.352427e-13,0.0008896675,0.003665018231895604,1.0,0.0005122234,0.0023197582556344263,0.0006230606,0.0024423422318956044,0.9476761774165358,3.257747e-06,8.728022e-14,0.0008694137,0.0036035212318956044,1.0,0.000580449,0.002843069538230739,0.0006230606,0.0024423412318956045,1.1653706056361712
26,56,0.33880000000000005,140.0,0.07262,979.2451299,Altemus:1973,1.430489626,0.048499603,1.0,0.0,0.0,19.584902598000003,979.2451299,19.584902598000003,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.06897603323931505,0.7168390431769358,1.0546835497469953,0.26618,0.3299,4.433234524286382,0.3185300770075119,0.3238037414075119,0.5690375571150923,0.6981009160414882,0.06117248645814666,-9.43305391267148e-05,-10380997.91399023,-207619.95827980462,1.8351270398421076e-05,3444.7113096382664,3373216.7738747234,67464.33547749447,8.663066833492657,0.17326133666985316,3.7666154840967334e-05,"[0.550,0.650]",0.6,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,3.0,0.6912104451145336,0.08701254320956531,0.060895417483227056,0.0,0.0,0.0,0.0,0.0,0.6876877268932857,0.038545020673239935,0.06179741387636695,3.564019e-06,1.352427e-13,0.001460887,0.005682677154840968,1.0,0.0009364185,0.004126779146439498,0.001033924,0.004085983154840968,1.0115310294952384,2.443999e-05,6.408553e-13,0.001426638,0.005584252154840968,1.0,0.0007021598,0.0019998770421536514,0.001033924,0.004085983154840968,0.4901426010184347
26,56,0.33880000000000005,140.0,0.08282,1532.312908,Altemus:1973,1.251572045,0.037244351,1.0,0.0,0.0,30.646258160000002,1532.312908,30.646258160000002,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.07917603323931505,0.7478652208373489,1.0546835497469953,0.25598000000000004,0.3299,4.433234524286382,0.3063240255180063,0.3131831779180063,0.5596277136793766,0.7294477367309938,0.06084457293822401,-7.807898018755968e-05,-19625165.496771477,-392503.3099354296,1.8351270398421076e-05,3465.695838533113,5310530.468586174,106210.60937172346,13.638459504580206,0.2727691900916041,4.959176487417644e-05,"[0.550,0.650]",0.6,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,4.0,0.7291294852339386,0.10534066665732122,0.06032300481884562,0.0,0.0,0.0,0.0,0.0,0.6876877268932857,0.038545020673239935,0.06179741387636695,3.564019e-06,1.352427e-13,0.002270737,0.008281543764874177,1.0,0.001632682,0.006752530521876822,0.001706153,0.006384885764874176,1.0636617121198984,2.443999e-05,6.408553e-13,0.002218358,0.008141581764874176,1.0,0.0007021598,0.0019998770421536514,0.001706153,0.006384885764874176,0.31146616332473476
26,56,0.33880000000000005,140.0,0.09302,2217.615671,Altemus:1973,1.253959393,0.032144434,1.0,0.0,0.0,44.35231342,2217.615671,44.35231342,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.08937603323931505,0.7788913984977617,1.0546835497469953,0.24578000000000003,0.3299,4.433234524286382,0.2941179740285006,0.3027706944285006,0.5502460308157621,0.7607945574204994,0.060454323802305046,-6.183466321819426e-05,-35863633.04308396,-717272.6608616792,1.8351270398421076e-05,3490.967259601397,7741623.701839983,154832.47403679966,19.881972616824584,0.3976394523364916,6.242690740698038e-05,"[0.550,0.650]",0.6,"[0.206,0.322]",0.265,0.0,0.0,0.0,0.0,5.0,0.7668494294333195,0.12325864316157797,0.05965707574939116,0.0,0.0,0.0,0.0,1.0,0.7838228603218571,0.08977485113227018,0.0603995237537818,3.564019e-06,1.352427e-13,0.003285261,0.01131670690740698,1.0,0.002483245,0.009739152832871231,0.002645834,0.00930011890740698,1.0577073088821327,2.443999e-05,6.408553e-13,0.003213609,0.01113972690740698,1.0,0.003681626,0.011679674990166405,0.002645834,0.00930011890740698,1.2613808305089922
26,56,0.3775,140.0,0.0299,2.126433151,Altemus:1973,4.622764649,1.150188991,1.0,0.0,0.0,0.04252866302,2.126433151,0.04252866302,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.02535683965150694,0.49550194670262204,1.0488738312377877,0.3476,0.3686,4.433234524286382,0.4634771715632583,0.4643711815632583,0.6814478568190366,0.47298777636574174,0.062010174871932895,-0.00016998088802762756,-12509.836697960913,-250.19673395921828,1.47000937251278e-05,4234.64176411282,9004.682629818622,180.09365259637246,0.02312574988974197,0.00046251499779483945,1.3279909300442115e-06,"[0.650,0.750]",0.7,"[0.438,0.650]",0.5,0.0,0.029655444035635328,0.034340896181490166,0.06198211224812618,0.0,0.0,0.0,0.0,0.0,0.024052006704238103,0.02884461483084516,0.062025556650743156,0.0,0.0,0.0,0.0,3.012874e-05,0.0002074101387820202,3.45128e-05,0.00021438319093004422,0.9660776846036524,0.0,0.0,5.768112e-06,1.6896149300442114e-06,1.0,1.90078e-05,0.00013096325019389696,3.396324e-05,0.0002117498909300442,0.6171780903967853,0.0,0.0,5.768113e-06,1.6896148300442114e-06,1.0
26,56,0.3775,140.0,0.05011,51.73455795,Altemus:1973,1.394019836,0.132632814,1.0,0.0,0.0,1.034691159,51.73455795,1.034691159,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.045566839651506943,0.5597389055042964,1.0488738312377877,0.32739,0.3686,4.433234524286382,0.43652989412570525,0.43904090622570524,0.6626016195465456,0.5378600484632947,0.06178901316446771,-0.00014287822449390888,-362088.4717265333,-7241.769434530666,1.47000937251278e-05,4251.803131186174,219965.15548234258,4399.303109646852,0.5649126548111693,0.011298253096223386,5.690407182862135e-06,"[0.650,0.750]",0.7,"[0.322,0.438]",0.38,0.0,0.0,0.0,0.0,0.0,0.4825106997607909,0.04788657114494954,0.06184961501590275,0.0,0.0,0.0,0.0,0.0,0.5571875440500484,0.030285067097235246,0.06198204785030084,0.0,0.0,0.0001174287,0.0007021561071828621,1.0,2.56727e-05,0.00017529444073429305,6.21601e-05,0.00036512460718286213,0.4782374809338179,3.257747e-06,8.728022e-14,0.0001145525,0.0006893151071828621,1.0,7.244423e-06,7.722063739123027e-05,6.21601e-05,0.0003651245071828621,0.20886564853441358
26,56,0.3775,140.0,0.07045,207.5269637,Altemus:1973,1.528331521,0.071879816,1.0,0.0,0.0,4.150539274000001,207.5269637,4.150539274000001,0.0089,2.443460952792061,0.8830222215594888,0.11697777844051105,7.548632170413027,0.06590683965150694,0.6243890659212215,1.0488738312377877,0.30705,0.3686,4.433234524286382,0.40940927942606,0.41437248192605997,0.6437177035984485,0.60314960880294,0.06142398222131271,-0.00011559657571245368,-1795269.1281809509,-35905.38256361902,1.47000937251278e-05,4280.399599752626,888298.3323593579,17765.96664718716,2.281320275918617,0.04562640551837235,1.2682989884399293e-05,"[0.550,0.650]",0.6,"[0.322,0.438]",0.38,0.0,0.0,0.0,0.0,0.0,0.572533422908263,0.027404701362241712,0.0620007948120093,0.0,0.0,0.0,0.0,0.0,0.5571875440500484,0.030285067097235246,0.06198204785030084,3.564019e-06,1.352427e-13,0.0003542988,0.0019237909898843992,1.0,2.868711e-05,3.7936031374527356e-05,0.000213547,0.0011864149898843993,0.03388061673949007,3.257747e-06,8.728022e-14,0.0003435824,0.0018796839898843993,1.0,7.244423e-06,7.722063739123027e-05,0.000213547,0.0011864149898843993,0.06381667269762237
