Z,A,E0,ThetaDeg,nu,cross,error,dataSet
26,56,1.5,13.539,0.37,427000,9890,Baran:1988tw
26,56,1.5,13.539,0.38,386000,5860,Baran:1988tw
26,56,1.5,13.539,0.39,394000,7190,Baran:1988tw
26,56,1.5,13.539,0.4,381000,6890,Baran:1988tw
26,56,1.5,13.539,0.41,352000,6710,Baran:1988tw
26,56,1.5,13.539,0.42,350000,6970,Baran:1988tw
26,56,1.65,11.939,0.01,692000,10600,Baran:1988tw
26,56,1.65,11.939,0.02,1030000,12700,Baran:1988tw
26,56,1.65,11.939,0.03,1200000,13700,Baran:1988tw
26,56,1.65,11.939,0.04,1370000,15100,Baran:1988tw
26,56,1.65,11.939,0.05,1520000,13400,Baran:1988tw
26,56,1.65,11.939,0.06,1630000,14200,Baran:1988tw
26,56,1.65,11.939,0.07,1700000,14900,Baran:1988tw
26,56,1.65,11.939,0.08,1740000,25100,Baran:1988tw
26,56,1.65,11.939,0.09,1680000,25200,Baran:1988tw
26,56,1.65,11.939,0.1,1660000,25400,Baran:1988tw
26,56,1.65,11.939,0.11,1540000,24700,Baran:1988tw
26,56,1.65,11.939,0.12,1430000,14800,Baran:1988tw
26,56,1.65,11.939,0.13,1250000,13700,Baran:1988tw
26,56,1.65,11.939,0.14,1070000,15600,Baran:1988tw
26,56,1.65,11.939,0.15,916000,15000,Baran:1988tw
26,56,1.65,11.939,0.16,778000,14000,Baran:1988tw
26,56,1.65,11.939,0.17,666000,13100,Baran:1988tw
26,56,1.65,11.939,0.18,604000,7980,Baran:1988tw
26,56,1.65,11.939,0.19,568000,9320,Baran:1988tw
26,56,1.65,11.939,0.2,501000,8700,Baran:1988tw
26,56,1.65,11.939,0.21,493000,8500,Baran:1988tw
26,56,1.65,11.939,0.22,491000,8500,Baran:1988tw
26,56,1.65,11.939,0.23,481000,6800,Baran:1988tw
26,56,1.65,11.939,0.24,492000,6930,Baran:1988tw
26,56,1.65,11.939,0.25,506000,11000,Baran:1988tw
26,56,1.65,11.939,0.26,529000,10800,Baran:1988tw
26,56,1.65,11.939,0.27,520000,10900,Baran:1988tw
26,56,1.65,11.939,0.28,541000,11200,Baran:1988tw
26,56,1.65,11.939,0.29,528000,11300,Baran:1988tw
26,56,1.65,11.939,0.3,557000,12000,Baran:1988tw
26,56,1.65,11.939,0.31,562000,13800,Baran:1988tw
26,56,1.65,11.939,0.32,566000,13800,Baran:1988tw
26,56,1.65,11.939,0.33,572000,13800,Baran:1988tw
26,56,1.65,11.939,0.34,581000,9800,Baran:1988tw
26,56,1.65,11.939,0.35,563000,9480,Baran:1988tw
26,56,1.65,11.939,0.36,550000,9380,Baran:1988tw
26,56,1.65,11.939,0.37,550000,9120,Baran:1988tw
26,56,1.65,11.939,0.38,521000,9100,Baran:1988tw
26,56,1.65,11.939,0.39,497000,8320,Baran:1988tw
26,56,1.65,11.939,0.4,503000,8720,Baran:1988tw
26,56,1.65,11.939,0.41,446000,19000,Baran:1988tw
26,56,1.65,11.939,0.42,481000,20100,Baran:1988tw
26,56,1.65,11.939,0.43,454000,20100,Baran:1988tw
26,56,1.65,11.939,0.44,424000,8280,Baran:1988tw
26,56,1.65,11.939,0.45,402000,8460,Baran:1988tw
26,56,1.65,11.939,0.46,398000,8260,Baran:1988tw
26,56,1.65,11.939,0.47,368000,8020,Baran:1988tw
26,56,1.65,11.939,0.48,361000,8040,Baran:1988tw
26,56,1.65,11.939,0.49,346000,6100,Baran:1988tw
26,56,1.65,11.939,0.5,335000,9910,Baran:1988tw
26,56,1.65,11.939,0.51,322000,9510,Baran:1988tw
26,56,1.65,11.939,0.52,303000,9660,Baran:1988tw
26,56,1.65,11.939,0.53,293000,7570,Baran:1988tw
26,56,1.65,11.939,0.54,273000,11300,Baran:1988tw
26,56,1.65,11.939,0.55,260000,10800,Baran:1988tw
26,56,1.65,11.939,0.56,269000,11100,Baran:1988tw
26,56,1.65,11.939,0.57,244000,11000,Baran:1988tw
26,56,1.65,11.939,0.58,252000,11500,Baran:1988tw
26,56,1.65,13.539,0.01,239000,4410,Baran:1988tw
26,56,1.65,13.539,0.02,396000,5500,Baran:1988tw
26,56,1.65,13.539,0.03,504000,6260,Baran:1988tw
26,56,1.65,13.539,0.04,571000,6920,Baran:1988tw
26,56,1.65,13.539,0.05,666000,6130,Baran:1988tw
26,56,1.65,13.539,0.06,751000,6440,Baran:1988tw
26,56,1.65,13.539,0.07,821000,6860,Baran:1988tw
26,56,1.65,13.539,0.08,875000,10500,Baran:1988tw
26,56,1.65,13.539,0.09,899000,10700,Baran:1988tw
26,56,1.65,13.539,0.1,904000,10900,Baran:1988tw
26,56,1.65,13.539,0.11,882000,11200,Baran:1988tw
26,56,1.65,13.539,0.12,883000,8290,Baran:1988tw
26,56,1.65,13.539,0.13,813000,8130,Baran:1988tw
26,56,1.65,13.539,0.14,805000,10800,Baran:1988tw
26,56,1.65,13.539,0.15,694000,10000,Baran:1988tw
26,56,1.65,13.539,0.16,613000,9920,Baran:1988tw
26,56,1.65,13.539,0.17,556000,9770,Baran:1988tw
26,56,1.65,13.539,0.18,481000,6520,Baran:1988tw
26,56,1.65,13.539,0.19,431000,6400,Baran:1988tw
26,56,1.65,13.539,0.2,391000,8420,Baran:1988tw
26,56,1.65,13.539,0.21,360000,7900,Baran:1988tw
26,56,1.65,13.539,0.22,326000,7630,Baran:1988tw
26,56,1.65,13.539,0.23,327000,4660,Baran:1988tw
26,56,1.65,13.539,0.24,315000,4490,Baran:1988tw
26,56,1.65,13.539,0.25,313000,5390,Baran:1988tw
26,56,1.65,13.539,0.26,313000,5270,Baran:1988tw
26,56,1.65,13.539,0.27,319000,5210,Baran:1988tw
26,56,1.65,13.539,0.28,336000,5460,Baran:1988tw
26,56,1.65,13.539,0.29,341000,3940,Baran:1988tw
26,56,1.65,13.539,0.3,347000,5260,Baran:1988tw
26,56,1.65,13.539,0.31,348000,5060,Baran:1988tw
26,56,1.65,13.539,0.32,353000,5030,Baran:1988tw
26,56,1.65,13.539,0.33,343000,5060,Baran:1988tw
26,56,1.65,13.539,0.34,354000,4070,Baran:1988tw
26,56,1.65,13.539,0.35,353000,4110,Baran:1988tw
26,56,1.65,13.539,0.36,361000,6000,Baran:1988tw
26,56,1.65,13.539,0.37,348000,5900,Baran:1988tw
26,56,1.65,13.539,0.38,347000,5990,Baran:1988tw
26,56,1.65,13.539,0.39,339000,4360,Baran:1988tw
26,56,1.65,13.539,0.4,317000,4210,Baran:1988tw
26,56,1.65,13.539,0.41,322000,5660,Baran:1988tw
26,56,1.65,13.539,0.42,306000,5470,Baran:1988tw
26,56,1.65,13.539,0.43,291000,5500,Baran:1988tw
26,56,1.65,13.539,0.44,291000,3810,Baran:1988tw
26,56,1.65,13.539,0.45,286000,4980,Baran:1988tw
26,56,1.65,13.539,0.46,270000,4690,Baran:1988tw
26,56,1.65,13.539,0.47,262000,4680,Baran:1988tw
26,56,1.65,13.539,0.48,243000,4560,Baran:1988tw
26,56,1.65,13.539,0.49,235000,3180,Baran:1988tw
26,56,1.65,13.539,0.5,235000,4230,Baran:1988tw
26,56,1.65,13.539,0.51,222000,4130,Baran:1988tw
26,56,1.65,13.539,0.52,218000,4120,Baran:1988tw
26,56,1.65,13.539,0.53,206000,2740,Baran:1988tw
26,56,1.65,13.539,0.54,199000,3450,Baran:1988tw
26,56,1.65,13.539,0.55,193000,3330,Baran:1988tw
26,56,1.65,13.539,0.56,185000,3300,Baran:1988tw
26,56,1.65,13.539,0.57,182000,3410,Baran:1988tw
26,56,1.65,13.539,0.58,175000,3440,Baran:1988tw
26,56,0.9,85,0.3253,83.4,1.91,Chen:1990kq
26,56,0.9,85,0.3593,207,3.34,Chen:1990kq
26,56,0.9,85,0.3903,364,4.68,Chen:1990kq
26,56,0.9,85,0.4203,544,6.92,Chen:1990kq
26,56,0.9,85,0.4483,679,8.64,Chen:1990kq
26,56,0.9,85,0.4753,786,9.93,Chen:1990kq
26,56,0.9,85,0.5003,887,11.3,Chen:1990kq
26,56,0.9,85,0.5233,1010,15.4,Chen:1990kq
26,56,0.9,85,0.5453,1090,19.3,Chen:1990kq
26,56,0.9,85,0.5663,1230,22.6,Chen:1990kq
26,56,0.9,85,0.5863,1290,26.6,Chen:1990kq
26,56,0.9,85,0.6043,1430,34.5,Chen:1990kq
26,56,0.9,85,0.6333,1690,33.6,Chen:1990kq
26,56,0.9,85,0.6633,2020,41.3,Chen:1990kq
26,56,0.9,85,0.6933,2440,54.9,Chen:1990kq
26,56,1.1,85,0.5008,63.7,1.32,Chen:1990kq
26,56,1.1,85,0.5358,124,1.6,Chen:1990kq
26,56,1.1,85,0.5688,187,2.42,Chen:1990kq
26,56,1.1,85,0.5998,246,3.41,Chen:1990kq
26,56,1.1,85,0.6288,301,4.52,Chen:1990kq
26,56,1.1,85,0.6568,362,5.33,Chen:1990kq
26,56,1.1,85,0.6828,411,6.9,Chen:1990kq
26,56,1.1,85,0.7068,475,8.17,Chen:1990kq
26,56,1.1,85,0.7298,568,11.4,Chen:1990kq
26,56,1.1,85,0.7518,632,13.5,Chen:1990kq
26,56,1.1,85,0.7718,728,16,Chen:1990kq
26,56,1.1,85,0.7918,803,17.7,Chen:1990kq
26,56,1.25,85,0.8331,304,5.4,Chen:1990kq
26,56,1.25,85,0.8414,324,5.83,Chen:1990kq
26,56,1.25,85,0.8498,342,6.41,Chen:1990kq
26,56,1.25,85,0.8581,361,7,Chen:1990kq
26,56,2.7,15,0.1285,17600,676,Chen:1990kq
26,56,2.7,15,0.141,23600,769,Chen:1990kq
26,56,2.7,15,0.1536,31100,870,Chen:1990kq
26,56,2.7,15,0.1661,36700,928,Chen:1990kq
26,56,2.7,15,0.1786,45800,1020,Chen:1990kq
26,56,2.7,15,0.1911,51800,1080,Chen:1990kq
26,56,2.7,15,0.2037,58000,1120,Chen:1990kq
26,56,2.7,15,0.2162,64100,1170,Chen:1990kq
26,56,2.7,15,0.2287,68300,1210,Chen:1990kq
26,56,2.7,15,0.2412,75000,1290,Chen:1990kq
26,56,2.7,15,0.2538,80500,1350,Chen:1990kq
26,56,2.7,15,0.2663,80700,1410,Chen:1990kq
26,56,2.7,15,0.2785,89300,1910,Chen:1990kq
26,56,2.7,15,0.2903,89700,1850,Chen:1990kq
26,56,2.7,15,0.3021,87600,1790,Chen:1990kq
26,56,2.7,15,0.3139,88400,1760,Chen:1990kq
26,56,2.7,15,0.3257,89700,1740,Chen:1990kq
26,56,2.7,15,0.3375,86200,1680,Chen:1990kq
26,56,2.7,15,0.3493,85800,1640,Chen:1990kq
26,56,2.7,15,0.3611,80600,1560,Chen:1990kq
26,56,2.7,15,0.3729,77900,1540,Chen:1990kq
26,56,2.7,15,0.3847,74200,1520,Chen:1990kq
26,56,2.7,15,0.3965,71800,1510,Chen:1990kq
26,56,2.7,15,0.4083,72200,1580,Chen:1990kq
26,56,2.7,15,0.4193,74500,1860,Chen:1990kq
26,56,2.7,15,0.4304,72600,1790,Chen:1990kq
26,56,2.7,15,0.4415,68500,1700,Chen:1990kq
26,56,2.7,15,0.4526,70300,1690,Chen:1990kq
26,56,2.7,15,0.4637,66700,1620,Chen:1990kq
26,56,2.7,15,0.4748,69800,1650,Chen:1990kq
26,56,2.7,15,0.486,72900,1660,Chen:1990kq
26,56,2.7,15,0.4971,67600,1580,Chen:1990kq
26,56,2.7,15,0.5082,66900,1590,Chen:1990kq
26,56,2.7,15,0.5193,68900,1630,Chen:1990kq
26,56,2.7,15,0.5304,70800,1690,Chen:1990kq
26,56,2.7,15,0.5415,68200,1730,Chen:1990kq
26,56,2.7,15,0.5529,71200,1750,Chen:1990kq
26,56,2.7,15,0.5633,70400,1700,Chen:1990kq
26,56,2.7,15,0.5738,68500,1640,Chen:1990kq
26,56,2.7,15,0.5843,69200,1620,Chen:1990kq
26,56,2.7,15,0.5947,71300,1620,Chen:1990kq
26,56,2.7,15,0.6052,70300,1590,Chen:1990kq
26,56,2.7,15,0.6156,65500,1510,Chen:1990kq
26,56,2.7,15,0.6261,66700,1510,Chen:1990kq
26,56,2.7,15,0.6365,65700,1510,Chen:1990kq
26,56,2.7,15,0.647,64600,1510,Chen:1990kq
26,56,2.7,15,0.6575,64700,1540,Chen:1990kq
26,56,2.7,15,0.6679,62600,1580,Chen:1990kq
26,56,2.7,15,0.6782,63300,1580,Chen:1990kq
26,56,2.7,15,0.6881,63600,1540,Chen:1990kq
26,56,2.7,15,0.6979,60300,1470,Chen:1990kq
26,56,2.7,15,0.7078,60700,1450,Chen:1990kq
26,56,2.7,15,0.7176,59300,1410,Chen:1990kq
26,56,2.7,15,0.7275,61700,1430,Chen:1990kq
26,56,2.7,15,0.7373,61200,1400,Chen:1990kq
26,56,2.7,15,0.7472,56000,1320,Chen:1990kq
26,56,2.7,15,0.757,57500,1350,Chen:1990kq
26,56,2.7,15,0.7669,59200,1390,Chen:1990kq
26,56,2.7,15,0.7767,59000,1420,Chen:1990kq
26,56,2.7,15,0.7866,53800,1410,Chen:1990kq
26,56,3.3,15,0.0214,2.4,1.2,Chen:1990kq
26,56,3.3,15,0.0374,17.6,4.27,Chen:1990kq
26,56,3.3,15,0.0534,36.7,5.19,Chen:1990kq
26,56,3.3,15,0.0694,84,7.76,Chen:1990kq
26,56,3.3,15,0.0853,180,11.9,Chen:1990kq
26,56,3.3,15,0.1013,330,16.4,Chen:1990kq
26,56,3.3,15,0.1173,456,17.7,Chen:1990kq
26,56,3.3,15,0.1333,793,24.7,Chen:1990kq
26,56,3.3,15,0.1492,1290,32.4,Chen:1990kq
26,56,3.3,15,0.1652,1980,41,Chen:1990kq
26,56,3.3,15,0.1812,3010,51.5,Chen:1990kq
26,56,3.3,15,0.1972,4390,64.9,Chen:1990kq
26,56,3.3,15,0.2125,5860,215,Chen:1990kq
26,56,3.3,15,0.2276,8290,249,Chen:1990kq
26,56,3.3,15,0.2426,10300,272,Chen:1990kq
26,56,3.3,15,0.2577,13400,304,Chen:1990kq
26,56,3.3,15,0.2727,15700,323,Chen:1990kq
26,56,3.3,15,0.2878,19400,354,Chen:1990kq
26,56,3.3,15,0.3028,20500,356,Chen:1990kq
26,56,3.3,15,0.3179,23000,371,Chen:1990kq
26,56,3.3,15,0.3329,24800,385,Chen:1990kq
26,56,3.3,15,0.348,26000,396,Chen:1990kq
26,56,3.3,15,0.363,27500,411,Chen:1990kq
26,56,3.3,15,0.3781,28500,433,Chen:1990kq
26,56,3.3,15,0.3934,28200,589,Chen:1990kq
26,56,3.3,15,0.4075,28400,570,Chen:1990kq
26,56,3.3,15,0.4217,27700,546,Chen:1990kq
26,56,3.3,15,0.4359,27900,533,Chen:1990kq
26,56,3.3,15,0.45,27400,516,Chen:1990kq
26,56,3.3,15,0.4642,28000,511,Chen:1990kq
26,56,3.3,15,0.4784,26000,480,Chen:1990kq
26,56,3.3,15,0.4926,25500,467,Chen:1990kq
26,56,3.3,15,0.5067,25100,463,Chen:1990kq
26,56,3.3,15,0.5209,25200,468,Chen:1990kq
26,56,3.3,15,0.5351,24200,464,Chen:1990kq
26,56,3.3,15,0.5492,24300,483,Chen:1990kq
26,56,3.3,15,0.5629,25700,531,Chen:1990kq
26,56,3.3,15,0.5763,25800,519,Chen:1990kq
26,56,3.3,15,0.5896,24500,497,Chen:1990kq
26,56,3.3,15,0.6029,25500,498,Chen:1990kq
26,56,3.3,15,0.6163,25600,493,Chen:1990kq
26,56,3.3,15,0.6296,26800,502,Chen:1990kq
26,56,3.3,15,0.643,26400,491,Chen:1990kq
26,56,3.3,15,0.6563,26100,485,Chen:1990kq
26,56,3.3,15,0.6697,26700,495,Chen:1990kq
26,56,3.3,15,0.683,26800,504,Chen:1990kq
26,56,3.3,15,0.6963,26800,514,Chen:1990kq
26,56,3.3,15,0.7097,26800,536,Chen:1990kq
26,56,3.3,15,0.7222,27300,605,Chen:1990kq
26,56,3.3,15,0.7347,27100,586,Chen:1990kq
26,56,3.3,15,0.7473,27500,578,Chen:1990kq
26,56,3.3,15,0.7599,26800,559,Chen:1990kq
26,56,3.3,15,0.7724,25900,541,Chen:1990kq
26,56,3.3,15,0.785,27100,546,Chen:1990kq
26,56,3.3,15,0.7976,25900,524,Chen:1990kq
26,56,3.3,15,0.8102,26100,521,Chen:1990kq
26,56,3.3,15,0.8227,24600,508,Chen:1990kq
26,56,3.3,15,0.8353,25600,526,Chen:1990kq
26,56,3.3,15,0.8479,25400,534,Chen:1990kq
26,56,3.3,15,0.8604,26100,565,Chen:1990kq
26,56,3.6,15,0.0501,5.9,1.78,Chen:1990kq
26,56,3.6,15,0.0674,15.9,2.85,Chen:1990kq
26,56,3.6,15,0.0847,48.3,4.8,Chen:1990kq
26,56,3.6,15,0.102,63.8,5.14,Chen:1990kq
26,56,3.6,15,0.1193,114,6.39,Chen:1990kq
26,56,3.6,15,0.1366,211,9.2,Chen:1990kq
26,56,3.6,15,0.1538,361,12.3,Chen:1990kq
26,56,3.6,15,0.1711,513,14.8,Chen:1990kq
26,56,3.6,15,0.1884,759,18.1,Chen:1990kq
26,56,3.6,15,0.2057,1220,23.3,Chen:1990kq
26,56,3.6,15,0.223,1720,28.2,Chen:1990kq
26,56,3.6,15,0.2403,2470,35.1,Chen:1990kq
26,56,3.6,15,0.2577,3610,129,Chen:1990kq
26,56,3.6,15,0.274,4670,142,Chen:1990kq
26,56,3.6,15,0.2902,6220,160,Chen:1990kq
26,56,3.6,15,0.3065,8040,178,Chen:1990kq
26,56,3.6,15,0.3228,9010,185,Chen:1990kq
26,56,3.6,15,0.3391,11100,202,Chen:1990kq
26,56,3.6,15,0.3553,12700,212,Chen:1990kq
26,56,3.6,15,0.3716,14100,220,Chen:1990kq
26,56,3.6,15,0.3879,15200,229,Chen:1990kq
26,56,3.6,15,0.4042,16000,237,Chen:1990kq
26,56,3.6,15,0.4204,17400,250,Chen:1990kq
26,56,3.6,15,0.4367,17400,260,Chen:1990kq
26,56,3.6,15,0.4519,19100,397,Chen:1990kq
26,56,3.6,15,0.4672,19400,387,Chen:1990kq
26,56,3.6,15,0.4826,18700,370,Chen:1990kq
26,56,3.6,15,0.4979,19300,367,Chen:1990kq
26,56,3.6,15,0.5132,18900,356,Chen:1990kq
26,56,3.6,15,0.5285,19400,355,Chen:1990kq
26,56,3.6,15,0.5439,18600,339,Chen:1990kq
26,56,3.6,15,0.5592,18400,333,Chen:1990kq
26,56,3.6,15,0.5745,18700,336,Chen:1990kq
26,56,3.6,15,0.5898,18700,339,Chen:1990kq
26,56,3.6,15,0.6052,18200,339,Chen:1990kq
26,56,3.6,15,0.6205,18200,352,Chen:1990kq
26,56,3.6,15,0.6358,18400,376,Chen:1990kq
26,56,3.6,15,0.6503,19400,375,Chen:1990kq
26,56,3.6,15,0.6647,18600,359,Chen:1990kq
26,56,3.6,15,0.6791,19200,357,Chen:1990kq
26,56,3.6,15,0.6936,18900,349,Chen:1990kq
26,56,3.6,15,0.708,19300,348,Chen:1990kq
26,56,3.6,15,0.7224,19400,343,Chen:1990kq
26,56,3.6,15,0.7368,18600,332,Chen:1990kq
26,56,3.6,15,0.7513,19000,337,Chen:1990kq
26,56,3.6,15,0.7657,18700,338,Chen:1990kq
26,56,3.6,15,0.7801,18500,341,Chen:1990kq
26,56,3.6,15,0.7946,18500,355,Chen:1990kq
26,56,3.9,15,0.088,7.09,2.24,Chen:1990kq
26,56,3.9,15,0.1066,18.3,3.52,Chen:1990kq
26,56,3.9,15,0.1251,34.1,4.73,Chen:1990kq
26,56,3.9,15,0.1437,51,5.64,Chen:1990kq
26,56,3.9,15,0.1623,88.5,7.15,Chen:1990kq
26,56,3.9,15,0.1808,152,9.15,Chen:1990kq
26,56,3.9,15,0.1994,202,10.5,Chen:1990kq
26,56,3.9,15,0.2179,348,13.8,Chen:1990kq
26,56,3.9,15,0.2365,460,16.1,Chen:1990kq
26,56,3.9,15,0.2551,691,20.1,Chen:1990kq
26,56,3.9,15,0.2736,1040,25.1,Chen:1990kq
26,56,3.9,15,0.2922,1420,30.6,Chen:1990kq
26,56,3.9,15,0.311,2040,72.4,Chen:1990kq
26,56,3.9,15,0.3285,2710,81.2,Chen:1990kq
26,56,3.9,15,0.3459,3650,92,Chen:1990kq
26,56,3.9,15,0.3634,4480,99.7,Chen:1990kq
26,56,3.9,15,0.3809,5440,108,Chen:1990kq
26,56,3.9,15,0.3984,6680,118,Chen:1990kq
26,56,3.9,15,0.4158,7590,123,Chen:1990kq
26,56,3.9,15,0.4333,8420,128,Chen:1990kq
26,56,3.9,15,0.4508,9440,135,Chen:1990kq
26,56,3.9,15,0.4683,10100,141,Chen:1990kq
26,56,3.9,15,0.4857,10900,148,Chen:1990kq
26,56,3.9,15,0.5032,11100,155,Chen:1990kq
26,56,3.9,15,0.5196,11600,229,Chen:1990kq
26,56,3.9,15,0.536,12100,227,Chen:1990kq
26,56,3.9,15,0.5525,12200,222,Chen:1990kq
26,56,3.9,15,0.5689,12800,221,Chen:1990kq
26,56,3.9,15,0.5854,12200,212,Chen:1990kq
26,56,3.9,15,0.6019,12500,211,Chen:1990kq
26,56,3.9,15,0.6183,12400,205,Chen:1990kq
26,56,3.9,15,0.6348,11800,198,Chen:1990kq
26,56,3.9,15,0.6513,12500,204,Chen:1990kq
26,56,3.9,15,0.6677,12200,204,Chen:1990kq
26,56,3.9,15,0.6842,12500,209,Chen:1990kq
26,56,3.9,15,0.7006,12500,217,Chen:1990kq
26,56,3.9,15,0.7168,12800,339,Chen:1990kq
26,56,3.9,15,0.7323,12800,330,Chen:1990kq
26,56,3.9,15,0.7478,13400,331,Chen:1990kq
26,56,3.9,15,0.7633,13400,325,Chen:1990kq
26,56,3.9,15,0.7788,13600,322,Chen:1990kq
26,56,3.9,15,0.7943,14500,330,Chen:1990kq
26,56,3.9,15,0.8099,14100,320,Chen:1990kq
26,56,3.9,15,0.8254,13900,315,Chen:1990kq
26,56,3.9,15,0.8409,14000,319,Chen:1990kq
26,56,3.9,15,0.8564,13900,322,Chen:1990kq
26,56,3.9,15,0.8719,14700,337,Chen:1990kq
26,56,3.9,15,0.8874,14200,345,Chen:1990kq
26,56,4.3,15,0.1382,1.82,0.486,Chen:1990kq
26,56,4.3,15,0.1585,12,1.68,Chen:1990kq
26,56,4.3,15,0.1787,17.5,2,Chen:1990kq
26,56,4.3,15,0.1989,28.7,2.5,Chen:1990kq
26,56,4.3,15,0.2192,45.9,3.06,Chen:1990kq
26,56,4.3,15,0.2394,68.2,3.59,Chen:1990kq
26,56,4.3,15,0.2596,98.7,4.15,Chen:1990kq
26,56,4.3,15,0.2798,142,4.93,Chen:1990kq
26,56,4.3,15,0.3001,209,6.15,Chen:1990kq
26,56,4.3,15,0.3203,312,7.79,Chen:1990kq
26,56,4.3,15,0.3405,455,9.71,Chen:1990kq
26,56,4.3,15,0.3608,605,11.7,Chen:1990kq
26,56,4.3,15,0.3807,927,36.2,Chen:1990kq
26,56,4.3,15,0.3998,1280,41.4,Chen:1990kq
26,56,4.3,15,0.4188,1720,46.9,Chen:1990kq
26,56,4.3,15,0.4379,2130,51,Chen:1990kq
26,56,4.3,15,0.4569,2650,55.8,Chen:1990kq
26,56,4.3,15,0.476,3200,60.4,Chen:1990kq
26,56,4.3,15,0.495,3730,63.9,Chen:1990kq
26,56,4.3,15,0.5141,4270,67.3,Chen:1990kq
26,56,4.3,15,0.5331,4830,71.6,Chen:1990kq
26,56,4.3,15,0.5522,5330,75.7,Chen:1990kq
26,56,4.3,15,0.5712,5850,80.5,Chen:1990kq
26,56,4.3,15,0.5903,6060,84.9,Chen:1990kq
26,56,4.3,15,0.6088,6400,121,Chen:1990kq
26,56,4.3,15,0.6268,6730,121,Chen:1990kq
26,56,4.3,15,0.6447,7080,121,Chen:1990kq
26,56,4.3,15,0.6626,6960,117,Chen:1990kq
26,56,4.3,15,0.6806,7000,115,Chen:1990kq
26,56,4.3,15,0.6985,7460,117,Chen:1990kq
26,56,4.3,15,0.7165,7140,112,Chen:1990kq
26,56,4.3,15,0.7344,7370,112,Chen:1990kq
26,56,4.3,15,0.7524,7280,112,Chen:1990kq
26,56,4.3,15,0.7703,7580,115,Chen:1990kq
26,56,4.3,15,0.7882,7700,118,Chen:1990kq
26,56,4.3,15,0.8062,7710,123,Chen:1990kq
26,56,4.3,15,0.8236,7650,146,Chen:1990kq
26,56,4.3,15,0.8405,7620,142,Chen:1990kq
26,56,4.3,15,0.8574,7790,140,Chen:1990kq
26,56,4.3,15,0.8743,7860,138,Chen:1990kq
26,56,4.3,15,0.8912,8080,138,Chen:1990kq
26,56,4.3,15,0.9081,8380,139,Chen:1990kq
26,56,4.3,15,0.9249,8390,137,Chen:1990kq
26,56,4.3,15,0.9418,8160,133,Chen:1990kq
26,56,4.3,15,0.9587,8230,135,Chen:1990kq
26,56,4.3,15,0.9756,8350,138,Chen:1990kq
26,56,4.3,15,0.9925,8640,142,Chen:1990kq
26,56,4.3,15,1.0094,8520,147,Chen:1990kq
26,56,2.02,15.022,0.06,90400,2440,Day:1993md
26,56,2.02,15.022,0.075,129000,2900,Day:1993md
26,56,2.02,15.022,0.09,162000,3310,Day:1993md
26,56,2.02,15.022,0.105,218000,8210,Day:1993md
26,56,2.02,15.022,0.12,232000,8380,Day:1993md
26,56,2.02,15.022,0.135,246000,6490,Day:1993md
26,56,2.02,15.022,0.15,259000,6650,Day:1993md
26,56,2.02,15.022,0.165,271000,9800,Day:1993md
26,56,2.02,15.022,0.18,258000,9160,Day:1993md
26,56,2.02,15.022,0.195,243000,8640,Day:1993md
26,56,2.02,15.022,0.21,238000,5920,Day:1993md
26,56,2.02,15.022,0.225,217000,5650,Day:1993md
26,56,2.02,15.022,0.24,200000,6890,Day:1993md
26,56,2.02,15.022,0.255,176000,6340,Day:1993md
26,56,2.02,15.022,0.27,165000,6090,Day:1993md
26,56,2.02,15.022,0.285,150000,4140,Day:1993md
26,56,2.02,15.022,0.3,162000,5870,Day:1993md
26,56,2.02,15.022,0.315,143000,5420,Day:1993md
26,56,2.02,15.022,0.33,133000,5150,Day:1993md
26,56,2.02,15.022,0.345,141000,5500,Day:1993md
26,56,2.02,15.022,0.36,139000,5670,Day:1993md
26,56,2.02,20.016,0.06,1250,64.9,Day:1993md
26,56,2.02,20.016,0.075,2630,93.5,Day:1993md
26,56,2.02,20.016,0.09,4800,125,Day:1993md
26,56,2.02,20.016,0.105,7560,153,Day:1993md
26,56,2.02,20.016,0.12,11600,672,Day:1993md
26,56,2.02,20.016,0.135,15600,755,Day:1993md
26,56,2.02,20.016,0.15,22500,694,Day:1993md
26,56,2.02,20.016,0.165,26900,742,Day:1993md
26,56,2.02,20.016,0.18,34300,746,Day:1993md
26,56,2.02,20.016,0.195,37300,777,Day:1993md
26,56,2.02,20.016,0.21,41700,1070,Day:1993md
26,56,2.02,20.016,0.225,46600,964,Day:1993md
26,56,2.02,20.016,0.24,49000,1240,Day:1993md
26,56,2.02,20.016,0.255,51700,1020,Day:1993md
26,56,2.02,20.016,0.27,49500,1170,Day:1993md
26,56,2.02,20.016,0.285,48000,1140,Day:1993md
26,56,2.02,20.016,0.3,45000,1110,Day:1993md
26,56,2.02,20.016,0.315,44000,1460,Day:1993md
26,56,2.02,20.016,0.33,40300,984,Day:1993md
26,56,2.02,20.016,0.345,43200,1380,Day:1993md
26,56,2.02,20.016,0.36,39400,1270,Day:1993md
26,56,2.02,20.016,0.375,38000,1220,Day:1993md
26,56,2.02,20.016,0.39,35900,835,Day:1993md
26,56,2.02,20.016,0.405,36500,846,Day:1993md
26,56,2.02,20.016,0.42,37700,1160,Day:1993md
26,56,2.02,20.016,0.435,33700,1100,Day:1993md
26,56,2.02,20.016,0.45,34100,1140,Day:1993md
26,56,3.595,16.02,0.21,464,14.8,Day:1993md
